#k i j head boundname
2 1 54 302.502 north
2 1 55 302.165 north
2 1 56 301.824 north
2 1 57 301.485 north
2 1 58 301.144 north
2 1 59 300.799 north
2 1 60 300.47 north
2 1 61 300.138 north
2 1 62 299.812 north
2 1 63 299.494 north
2 1 64 299.152 north
2 1 65 298.799 north
2 1 66 298.452 north
2 1 67 298.108 north
3 1 68 297.746 east
3 2 68 297.453 east
3 3 68 297.151 east
3 4 68 296.864 east
3 5 68 296.584 east
3 6 68 296.282 east
3 7 68 295.965 east
3 8 68 295.659 east
3 9 68 295.328 east
3 10 68 295.002 east
3 11 68 294.659 east
3 12 68 294.308 east
3 13 68 293.949 east
3 14 68 293.564 east
3 15 68 293.152 east
3 16 68 292.729 east
3 17 68 292.302 east
3 18 68 291.869 east
3 19 68 291.434 east
3 20 68 290.99 east
3 21 68 290.535 east
3 22 68 290.072 east
3 23 68 289.603 east
3 24 68 289.147 east
3 25 68 288.666 east
3 26 68 288.167 east
3 27 68 287.65 east
3 28 68 287.089 east
3 29 68 286.591 east
3 30 68 286.333 east
3 31 68 286.313 east
3 32 68 286.28 east
3 33 68 286.281 east
3 34 68 286.279 east
3 35 68 286.274 east
3 36 68 286.314 east
3 37 68 286.304 east
3 38 68 286.294 east
3 39 68 286.279 east
3 40 68 286.304 east
3 41 68 286.262 east
3 42 68 286.205 east
3 43 68 286.132 east
3 44 68 286.05 east
3 45 68 285.956 east
3 46 68 285.852 east
3 47 68 285.736 east
3 48 68 285.599 east
3 49 68 285.468 east
3 50 68 285.329 east
3 51 68 285.187 east
3 52 68 285.046 east
3 53 68 284.888 east
3 54 68 284.735 east
3 55 68 284.588 east
3 56 68 284.428 east
3 57 68 284.247 east
3 58 68 284.081 east
3 59 68 283.92 east
3 60 68 283.791 east
3 61 68 283.693 east
3 62 68 283.503 east
3 63 68 283.339 east
3 64 68 283.107 east
3 1 1 314.343 west
3 2 1 314.276 west
3 3 1 314.193 west
3 4 1 314.105 west
3 5 1 313.993 west
3 6 1 313.874 west
3 7 1 313.733 west
3 8 1 313.603 west
3 9 1 313.459 west
3 10 1 313.351 west
3 11 1 313.278 west
3 12 1 313.211 west
3 13 1 313.136 west
3 14 1 313.042 west
3 15 1 312.93 west
3 16 1 312.817 west
3 17 1 312.687 west
3 18 1 312.641 west
3 19 1 312.641 west
3 20 1 312.587 west
3 21 1 312.517 west
3 22 1 312.36 west
3 23 1 312.12 west
3 24 1 311.828 west
3 25 1 311.414 west
3 26 1 311.454 west
3 27 1 311.722 west
3 28 1 311.744 west
3 29 1 311.872 west
3 30 1 311.915 west
3 31 1 311.896 west
3 32 1 311.821 west
3 33 1 311.745 west
3 34 1 311.669 west
3 35 1 311.599 west
3 36 1 311.538 west
3 37 1 311.443 west
3 38 1 311.351 west
3 39 1 311.242 west
3 40 1 311.107 west
3 41 1 310.946 west
3 42 1 310.796 west
3 43 1 310.697 west
3 44 1 310.597 west
3 45 1 310.492 west
3 64 28 297.044 south
3 64 29 296.406 south
3 64 30 296.043 south
3 64 31 295.714 south
3 64 32 295.369 south
3 64 33 295.005 south
3 64 34 294.632 south
3 64 35 294.254 south
3 64 36 293.848 south
3 64 37 293.428 south
3 64 38 293.033 south
3 64 39 292.655 south
3 64 40 292.282 south
3 64 41 291.889 south
3 64 42 291.511 south
3 64 43 291.104 south
3 64 44 290.695 south
3 64 45 290.264 south
3 64 46 289.869 south
3 64 47 289.483 south
3 64 48 289.107 south
3 64 49 288.733 south
3 64 50 288.37 south
3 64 51 288.01 south
3 64 52 287.667 south
3 64 53 287.338 south
3 64 54 287.012 south
3 64 55 286.701 south
3 64 56 286.39 south
3 64 57 286.093 south
3 64 58 285.809 south
3 64 59 285.539 south
3 64 60 285.264 south
3 64 61 285.005 south
3 64 62 284.724 south
3 64 63 284.482 south
3 64 64 284.224 south
3 64 65 284.005 south
3 64 66 283.743 south
3 64 67 283.445 south
3 1 2 314.27 north
3 1 3 314.189 north
3 1 4 314.105 north
3 1 5 314.018 north
3 1 6 313.939 north
3 1 7 313.867 north
3 1 8 313.805 north
3 1 9 313.757 north
3 1 10 313.707 north
3 1 11 313.651 north
3 1 12 313.59 north
3 1 13 313.526 north
3 1 14 313.458 north
3 1 15 313.383 north
3 1 16 313.315 north
3 1 17 313.21 north
3 1 18 313.089 north
3 1 19 312.954 north
3 1 20 312.822 north
3 1 21 312.664 north
3 1 22 312.498 north
3 1 23 312.324 north
3 1 24 312.144 north
3 1 25 311.951 north
3 1 26 311.741 north
3 1 27 311.487 north
3 1 28 311.249 north
3 1 29 311.027 north
3 1 30 310.789 north
3 1 31 310.541 north
3 1 32 310.284 north
3 1 33 310.017 north
3 1 34 309.735 north
3 1 35 309.438 north
3 1 36 309.12 north
3 1 37 308.778 north
3 1 38 308.437 north
3 1 39 308.097 north
3 1 40 307.755 north
3 1 41 307.405 north
3 1 42 307.049 north
3 1 43 306.672 north
3 1 44 306.3 north
3 1 45 305.903 north
3 1 46 305.506 north
3 1 47 305.087 north
3 1 48 304.707 north
3 1 49 304.336 north
3 1 50 303.976 north
3 1 51 303.605 north
3 1 52 303.237 north
3 1 53 302.871 north
3 1 54 302.516 north
3 1 55 302.172 north
3 1 56 301.825 north
3 1 57 301.485 north
3 1 58 301.144 north
3 1 59 300.803 north
3 1 60 300.472 north
3 1 61 300.14 north
3 1 62 299.81 north
3 1 63 299.482 north
3 1 64 299.142 north
3 1 65 298.796 north
3 1 66 298.452 north
3 1 67 298.107 north
4 1 68 297.739 east
4 2 68 297.446 east
4 3 68 297.152 east
4 4 68 296.857 east
4 5 68 296.561 east
4 6 68 296.26 east
4 7 68 295.95 east
4 8 68 295.637 east
4 9 68 295.312 east
4 10 68 294.988 east
4 11 68 294.645 east
4 12 68 294.291 east
4 13 68 293.927 east
4 14 68 293.547 east
4 15 68 293.151 east
4 16 68 292.745 east
4 17 68 292.329 east
4 18 68 291.907 east
4 19 68 291.477 east
4 20 68 291.041 east
4 21 68 290.594 east
4 22 68 290.141 east
4 23 68 289.682 east
4 24 68 289.223 east
4 25 68 288.756 east
4 26 68 288.291 east
4 27 68 287.827 east
4 28 68 287.368 east
4 29 68 286.976 east
4 30 68 286.7 east
4 31 68 286.541 east
4 32 68 286.406 east
4 33 68 286.341 east
4 34 68 286.297 east
4 35 68 286.268 east
4 36 68 286.271 east
4 37 68 286.257 east
4 38 68 286.24 east
4 39 68 286.222 east
4 40 68 286.233 east
4 41 68 286.192 east
4 42 68 286.137 east
4 43 68 286.067 east
4 44 68 285.994 east
4 45 68 285.9 east
4 46 68 285.802 east
4 47 68 285.689 east
4 48 68 285.572 east
4 49 68 285.444 east
4 50 68 285.311 east
4 51 68 285.17 east
4 52 68 285.028 east
4 53 68 284.875 east
4 54 68 284.721 east
4 55 68 284.564 east
4 56 68 284.406 east
4 57 68 284.239 east
4 58 68 284.071 east
4 59 68 283.907 east
4 60 68 283.743 east
4 61 68 283.578 east
4 62 68 283.375 east
4 63 68 283.176 east
4 64 68 282.945 east
4 1 1 314.177 west
4 2 1 314.104 west
4 3 1 314.001 west
4 4 1 313.872 west
4 5 1 313.716 west
4 6 1 313.535 west
4 7 1 313.313 west
4 8 1 313.084 west
4 9 1 312.81 west
4 10 1 312.712 west
4 11 1 312.78 west
4 12 1 312.823 west
4 13 1 312.838 west
4 14 1 312.8 west
4 15 1 312.744 west
4 16 1 312.669 west
4 17 1 312.578 west
4 18 1 312.499 west
4 19 1 312.428 west
4 20 1 312.339 west
4 21 1 312.23 west
4 22 1 312.096 west
4 23 1 311.924 west
4 24 1 311.775 west
4 25 1 311.604 west
4 26 1 311.524 west
4 27 1 311.532 west
4 28 1 311.509 west
4 29 1 311.524 west
4 30 1 311.516 west
4 31 1 311.483 west
4 32 1 311.409 west
4 33 1 311.346 west
4 34 1 311.282 west
4 35 1 311.217 west
4 36 1 311.178 west
4 37 1 311.102 west
4 38 1 311.028 west
4 39 1 310.935 west
4 40 1 310.83 west
4 41 1 310.715 west
4 42 1 310.605 west
4 43 1 310.478 west
4 44 1 310.344 west
4 45 1 310.201 west
4 46 1 310.054 west
4 47 1 309.872 west
4 48 1 309.684 west
4 49 1 309.489 west
4 50 1 309.291 west
4 51 1 309.087 west
4 52 1 308.88 west
4 53 1 308.668 west
4 54 1 308.453 west
4 55 1 308.235 west
4 56 1 308.017 west
4 57 1 307.796 west
4 58 1 307.575 west
4 59 1 307.351 west
4 60 1 307.126 west
4 61 1 306.899 west
4 62 1 306.672 west
4 63 1 306.443 west
4 64 1 306.211 south
4 64 2 306.007 south
4 64 3 305.795 south
4 64 4 305.573 south
4 64 5 305.342 south
4 64 6 305.1 south
4 64 7 304.851 south
4 64 8 304.592 south
4 64 9 304.325 south
4 64 10 304.046 south
4 64 11 303.76 south
4 64 12 303.465 south
4 64 13 303.16 south
4 64 14 302.841 south
4 64 15 302.517 south
4 64 16 302.18 south
4 64 17 301.835 south
4 64 18 301.479 south
4 64 19 301.113 south
4 64 20 300.731 south
4 64 21 300.343 south
4 64 22 299.942 south
4 64 23 299.533 south
4 64 24 299.111 south
4 64 25 298.679 south
4 64 26 298.236 south
4 64 27 297.781 south
4 64 28 297.327 south
4 64 29 296.873 south
4 64 30 296.45 south
4 64 31 296.03 south
4 64 32 295.623 south
4 64 33 295.213 south
4 64 34 294.814 south
4 64 35 294.405 south
4 64 36 293.994 south
4 64 37 293.581 south
4 64 38 293.181 south
4 64 39 292.777 south
4 64 40 292.386 south
4 64 41 291.984 south
4 64 42 291.596 south
4 64 43 291.193 south
4 64 44 290.8 south
4 64 45 290.399 south
4 64 46 290.011 south
4 64 47 289.622 south
4 64 48 289.244 south
4 64 49 288.869 south
4 64 50 288.498 south
4 64 51 288.131 south
4 64 52 287.765 south
4 64 53 287.412 south
4 64 54 287.068 south
4 64 55 286.744 south
4 64 56 286.423 south
4 64 57 286.118 south
4 64 58 285.822 south
4 64 59 285.535 south
4 64 60 285.244 south
4 64 61 284.965 south
4 64 62 284.67 south
4 64 63 284.397 south
4 64 64 284.112 south
4 64 65 283.839 south
4 64 66 283.554 south
4 64 67 283.263 south
4 1 2 314.1 north
4 1 3 314.009 north
4 1 4 313.91 north
4 1 5 313.811 north
4 1 6 313.711 north
4 1 7 313.619 north
4 1 8 313.536 north
4 1 9 313.506 north
4 1 10 313.497 north
4 1 11 313.463 north
4 1 12 313.425 north
4 1 13 313.375 north
4 1 14 313.313 north
4 1 15 313.243 north
4 1 16 313.17 north
4 1 17 313.071 north
4 1 18 312.959 north
4 1 19 312.833 north
4 1 20 312.705 north
4 1 21 312.554 north
4 1 22 312.39 north
4 1 23 312.214 north
4 1 24 312.036 north
4 1 25 311.838 north
4 1 26 311.637 north
4 1 27 311.423 north
4 1 28 311.199 north
4 1 29 310.965 north
4 1 30 310.724 north
4 1 31 310.469 north
4 1 32 310.21 north
4 1 33 309.932 north
4 1 34 309.643 north
4 1 35 309.342 north
4 1 36 309.035 north
4 1 37 308.709 north
4 1 38 308.375 north
4 1 39 308.033 north
4 1 40 307.689 north
4 1 41 307.333 north
4 1 42 306.981 north
4 1 43 306.608 north
4 1 44 306.236 north
4 1 45 305.851 north
4 1 46 305.461 north
4 1 47 305.068 north
4 1 48 304.693 north
4 1 49 304.316 north
4 1 50 303.958 north
4 1 51 303.591 north
4 1 52 303.229 north
4 1 53 302.872 north
4 1 54 302.522 north
4 1 55 302.176 north
4 1 56 301.831 north
4 1 57 301.491 north
4 1 58 301.151 north
4 1 59 300.813 north
4 1 60 300.478 north
4 1 61 300.143 north
4 1 62 299.807 north
4 1 63 299.471 north
4 1 64 299.132 north
4 1 65 298.789 north
4 1 66 298.445 north
4 1 67 298.095 north
