#k i j head boundname
1 1 68 297.428 east
1 2 68 297.138 east
1 3 68 296.828 east
1 4 68 296.541 east
1 5 68 296.297 east
1 6 68 296.002 east
1 7 68 295.657 east
1 8 68 295.353 east
1 9 68 295.007 east
1 10 68 294.67 east
1 11 68 294.347 east
1 12 68 294.027 east
1 13 68 293.69 east
1 14 68 293.301 east
1 15 68 292.882 east
1 16 68 292.464 east
1 17 68 292.051 east
1 18 68 291.624 east
1 19 68 291.207 east
1 20 68 290.776 east
1 21 68 290.324 east
1 22 68 289.865 east
1 23 68 289.4 east
1 24 68 288.965 east
1 25 68 288.494 east
1 26 68 287.989 east
1 27 68 287.449 east
1 28 68 286.86 east
1 29 68 286.274 east
1 30 68 286.004 east
1 31 68 286.111 east
1 32 68 286.152 east
1 33 68 286.175 east
1 34 68 286.186 east
1 35 68 286.183 east
1 36 68 286.245 east
1 37 68 286.24 east
1 38 68 286.234 east
1 39 68 286.226 east
1 40 68 286.267 east
1 41 68 286.23 east
1 42 68 286.175 east
1 43 68 286.102 east
1 44 68 286.008 east
1 45 68 285.911 east
1 46 68 285.789 east
1 47 68 285.662 east
1 48 68 285.503 east
1 49 68 285.365 east
1 50 68 285.212 east
1 51 68 285.058 east
1 52 68 284.899 east
1 53 68 284.719 east
1 54 68 284.573 east
1 55 68 284.432 east
1 56 68 284.27 east
1 57 68 284.086 east
1 58 68 283.919 east
1 59 68 283.775 east
1 60 68 283.624 east
1 61 68 283.54 east
1 62 68 283.391 east
1 63 68 283.223 east
1 1 1 314.463 west
1 2 1 314.401 west
1 3 1 314.335 west
1 4 1 314.265 west
1 5 1 314.19 west
1 6 1 314.113 west
1 7 1 314.03 west
1 8 1 313.945 west
1 9 1 313.852 west
1 10 1 313.768 west
1 11 1 313.673 west
1 12 1 313.58 west
1 13 1 313.49 west
1 14 1 313.401 west
1 15 1 313.304 west
1 16 1 313.21 west
1 17 1 313.114 west
1 18 1 313.015 west
1 64 44 290.548 south
1 64 45 290.099 south
1 64 46 289.691 south
1 64 47 289.305 south
1 64 48 288.936 south
1 64 49 288.57 south
1 64 50 288.194 south
1 64 51 287.807 south
1 64 52 287.443 south
1 64 53 287.085 south
1 64 54 286.762 south
1 64 55 286.471 south
1 64 56 286.165 south
1 64 57 285.88 south
1 64 58 285.611 south
1 64 59 285.358 south
1 64 60 285.095 south
1 64 61 284.849 south
1 64 62 284.571 south
1 64 63 284.341 south
1 64 64 284.1 south
1 64 65 283.901 south
1 1 2 314.407 north
1 1 3 314.347 north
1 1 4 314.282 north
1 1 5 314.213 north
1 1 6 314.142 north
1 1 7 314.071 north
1 1 8 313.998 north
1 1 9 313.916 north
1 1 10 313.82 north
1 1 11 313.685 north
1 1 46 305.315 north
1 1 47 304.847 north
1 1 48 304.445 north
1 1 49 304.086 north
1 1 50 303.719 north
1 1 51 303.334 north
1 1 52 302.956 north
1 1 53 302.576 north
1 1 54 302.22 north
1 1 55 301.888 north
1 1 56 301.548 north
1 1 57 301.206 north
1 1 58 300.858 north
1 1 59 300.504 north
1 1 60 300.172 north
1 1 61 299.837 north
1 1 62 299.516 north
1 1 63 299.209 north
1 1 64 298.86 north
1 1 65 298.494 north
1 1 66 298.142 north
1 1 67 297.794 north
2 1 68 297.432 east
2 2 68 297.138 east
2 3 68 296.834 east
2 4 68 296.545 east
2 5 68 296.279 east
2 6 68 295.982 east
2 7 68 295.652 east
2 8 68 295.349 east
2 9 68 295.011 east
2 10 68 294.689 east
2 11 68 294.357 east
2 12 68 294.018 east
2 13 68 293.673 east
2 14 68 293.292 east
2 15 68 292.883 east
2 16 68 292.469 east
2 17 68 292.057 east
2 18 68 291.636 east
2 19 68 291.217 east
2 20 68 290.786 east
2 21 68 290.34 east
2 22 68 289.885 east
2 23 68 289.423 east
2 24 68 288.981 east
2 25 68 288.51 east
2 26 68 288.015 east
2 27 68 287.495 east
2 28 68 286.91 east
2 29 68 286.371 east
2 30 68 286.123 east
2 31 68 286.166 east
2 32 68 286.172 east
2 33 68 286.183 east
2 34 68 286.187 east
2 35 68 286.184 east
2 36 68 286.24 east
2 37 68 286.235 east
2 38 68 286.229 east
2 39 68 286.22 east
2 40 68 286.254 east
2 41 68 286.216 east
2 42 68 286.16 east
2 43 68 286.088 east
2 44 68 285.998 east
2 45 68 285.901 east
2 46 68 285.786 east
2 47 68 285.66 east
2 48 68 285.506 east
2 49 68 285.365 east
2 50 68 285.212 east
2 51 68 285.058 east
2 52 68 284.907 east
2 53 68 284.732 east
2 54 68 284.572 east
2 55 68 284.426 east
2 56 68 284.268 east
2 57 68 284.089 east
2 58 68 283.924 east
2 59 68 283.779 east
2 60 68 283.656 east
2 61 68 283.56 east
2 62 68 283.37 east
2 63 68 283.198 east
2 64 68 282.954 east
2 64 31 295.536 south
2 64 32 295.204 south
2 64 33 294.854 south
2 64 34 294.491 south
2 64 35 294.12 south
2 64 36 293.721 south
2 64 37 293.307 south
2 64 38 292.914 south
2 64 39 292.536 south
2 64 40 292.162 south
2 64 41 291.767 south
2 64 42 291.385 south
2 64 43 290.974 south
2 64 44 290.548 south
2 64 45 290.105 south
2 64 46 289.698 south
2 64 47 289.306 south
2 64 48 288.929 south
2 64 49 288.561 south
2 64 50 288.19 south
2 64 51 287.811 south
2 64 52 287.455 south
2 64 53 287.112 south
2 64 54 286.789 south
2 64 55 286.487 south
2 64 56 286.175 south
2 64 57 285.886 south
2 64 58 285.612 south
2 64 59 285.353 south
2 64 60 285.085 south
2 64 61 284.836 south
2 64 62 284.557 south
2 64 63 284.322 south
2 64 64 284.073 south
2 64 65 283.862 south
2 64 66 283.602 south
2 64 67 283.293 south
2 1 12 313.541 north
2 1 13 313.392 north
2 1 14 313.266 north
2 1 15 313.164 north
2 1 16 313.059 north
2 1 17 312.953 north
2 1 18 312.836 north
2 1 19 312.709 north
2 1 20 312.584 north
2 1 21 312.437 north
2 1 22 312.282 north
2 1 23 312.117 north
2 1 24 311.94 north
2 1 28 311.068 north
2 1 29 310.868 north
2 1 30 310.646 north
2 1 31 310.404 north
2 1 32 310.153 north
2 1 33 309.888 north
2 1 34 309.607 north
2 1 35 309.311 north
2 1 36 308.994 north
2 1 37 308.652 north
2 1 38 308.307 north
2 1 39 307.961 north
2 1 40 307.613 north
2 1 41 307.257 north
2 1 42 306.91 north
2 1 43 306.526 north
2 1 44 306.132 north
2 1 45 305.731 north
2 1 46 305.316 north
2 1 47 304.869 north
2 1 48 304.475 north
2 1 49 304.104 north
2 1 50 303.738 north
2 1 51 303.355 north
2 1 52 302.976 north
2 1 53 302.599 north
2 1 54 302.239 north
2 1 55 301.897 north
2 1 56 301.55 north
2 1 57 301.206 north
2 1 58 300.859 north
2 1 59 300.51 north
2 1 60 300.177 north
2 1 61 299.841 north
2 1 62 299.513 north
2 1 63 299.193 north
2 1 64 298.849 north
2 1 65 298.492 north
2 1 66 298.143 north
2 1 67 297.795 north
3 1 68 297.434 east
3 2 68 297.139 east
3 3 68 296.839 east
3 4 68 296.551 east
3 5 68 296.27 east
3 6 68 295.967 east
3 7 68 295.649 east
3 8 68 295.345 east
3 9 68 295.014 east
3 10 68 294.691 east
3 11 68 294.356 east
3 12 68 294.012 east
3 13 68 293.66 east
3 14 68 293.283 east
3 15 68 292.882 east
3 16 68 292.472 east
3 17 68 292.063 east
3 18 68 291.646 east
3 19 68 291.226 east
3 20 68 290.795 east
3 21 68 290.352 east
3 22 68 289.901 east
3 23 68 289.442 east
3 24 68 288.995 east
3 25 68 288.525 east
3 26 68 288.037 east
3 27 68 287.531 east
3 28 68 286.982 east
3 29 68 286.495 east
3 30 68 286.242 east
3 31 68 286.222 east
3 32 68 286.193 east
3 33 68 286.193 east
3 34 68 286.192 east
3 35 68 286.189 east
3 36 68 286.236 east
3 37 68 286.229 east
3 38 68 286.224 east
3 39 68 286.214 east
3 40 68 286.241 east
3 41 68 286.201 east
3 42 68 286.145 east
3 43 68 286.072 east
3 44 68 285.989 east
3 45 68 285.893 east
3 46 68 285.782 east
3 47 68 285.658 east
3 48 68 285.508 east
3 49 68 285.365 east
3 50 68 285.213 east
3 51 68 285.058 east
3 52 68 284.905 east
3 53 68 284.735 east
3 54 68 284.575 east
3 55 68 284.426 east
3 56 68 284.267 east
3 57 68 284.092 east
3 58 68 283.929 east
3 59 68 283.782 east
3 60 68 283.656 east
3 61 68 283.549 east
3 62 68 283.356 east
3 63 68 283.176 east
3 64 68 282.933 east
3 1 1 314.456 west
3 2 1 314.394 west
3 3 1 314.327 west
3 4 1 314.259 west
3 5 1 314.184 west
3 6 1 314.107 west
3 7 1 314.023 west
3 8 1 313.94 west
3 9 1 313.849 west
3 10 1 313.761 west
3 11 1 313.667 west
3 12 1 313.578 west
3 13 1 313.486 west
3 14 1 313.392 west
3 15 1 313.296 west
3 16 1 313.2 west
3 17 1 313.102 west
3 18 1 313.002 west
3 19 1 312.899 west
3 20 1 312.77 west
3 21 1 312.616 west
3 22 1 312.465 west
3 23 1 312.305 west
3 24 1 312.164 west
3 25 1 312.029 west
3 26 1 311.935 west
3 27 1 311.863 west
3 28 1 311.783 west
3 29 1 311.703 west
3 30 1 311.633 west
3 31 1 311.575 west
3 32 1 311.503 west
3 33 1 311.433 west
3 34 1 311.36 west
3 35 1 311.285 west
3 36 1 311.202 west
3 37 1 311.096 west
3 38 1 310.98 west
3 39 1 310.858 west
3 40 1 310.716 west
3 41 1 310.554 west
3 42 1 310.387 west
3 43 1 310.278 west
3 44 1 310.167 west
3 45 1 310.056 west
3 64 28 296.866 south
3 64 29 296.207 south
3 64 30 295.852 south
3 64 31 295.532 south
3 64 32 295.199 south
3 64 33 294.849 south
3 64 34 294.487 south
3 64 35 294.118 south
3 64 36 293.718 south
3 64 37 293.302 south
3 64 38 292.909 south
3 64 39 292.532 south
3 64 40 292.158 south
3 64 41 291.761 south
3 64 42 291.379 south
3 64 43 290.966 south
3 64 44 290.547 south
3 64 45 290.11 south
3 64 46 289.702 south
3 64 47 289.308 south
3 64 48 288.926 south
3 64 49 288.548 south
3 64 50 288.18 south
3 64 51 287.815 south
3 64 52 287.466 south
3 64 53 287.133 south
3 64 54 286.805 south
3 64 55 286.494 south
3 64 56 286.184 south
3 64 57 285.892 south
3 64 58 285.613 south
3 64 59 285.349 south
3 64 60 285.078 south
3 64 61 284.824 south
3 64 62 284.546 south
3 64 63 284.307 south
3 64 64 284.053 south
3 64 65 283.831 south
3 64 66 283.566 south
3 64 67 283.265 south
3 1 2 314.399 north
3 1 3 314.338 north
3 1 4 314.274 north
3 1 5 314.205 north
3 1 6 314.133 north
3 1 7 314.06 north
3 1 8 313.982 north
3 1 9 313.894 north
3 1 10 313.791 north
3 1 11 313.655 north
3 1 12 313.51 north
3 1 13 313.357 north
3 1 14 313.231 north
3 1 15 313.133 north
3 1 16 313.037 north
3 1 17 312.93 north
3 1 18 312.813 north
3 1 19 312.687 north
3 1 20 312.561 north
3 1 21 312.414 north
3 1 22 312.259 north
3 1 23 312.095 north
3 1 24 311.924 north
3 1 25 311.74 north
3 1 26 311.537 north
3 1 27 311.291 north
3 1 28 311.063 north
