315.59 315.53 315.45 315.38 315.28 315.18 315.08 314.97 314.86 314.73 314.56 314.40 314.22 314.03 313.84 313.68 313.52 313.36 313.19 313.03 312.85 312.67 312.49 312.30 312.11 311.89 311.63 311.39 311.16 310.92 310.66 310.40 310.13 309.84 309.54 309.23 308.88 308.54 308.20 307.86 307.50 307.16 306.78 306.41 306.02 305.60 305.14 304.76 304.42 304.07 303.69 303.33 302.96 302.61 302.28 301.95 301.61 301.27 300.92 300.59 300.26 299.93 299.63 299.28 298.92 298.57 298.22 297.85
315.52 315.45 315.38 315.29 315.20 315.10 314.99 314.88 314.77 314.62 314.45 314.27 314.09 313.91 313.72 313.55 313.39 313.23 313.06 312.88 312.71 312.53 312.34 312.14 311.95 311.72 311.46 311.23 311.00 310.76 310.51 310.25 309.97 309.69 309.39 309.06 308.72 308.38 308.03 307.68 307.32 306.93 306.55 306.17 305.78 305.35 304.89 304.50 304.15 303.79 303.41 303.04 302.67 302.32 302.00 301.66 301.33 300.99 300.64 300.31 299.98 299.66 299.35 299.00 298.64 298.27 297.93 297.57
315.45 315.38 315.30 315.21 315.11 315.01 314.90 314.79 314.67 314.52 314.34 314.15 313.96 313.78 313.59 313.42 313.26 313.10 312.92 312.74 312.56 312.38 312.17 311.97 311.77 311.55 311.33 311.10 310.85 310.61 310.35 310.09 309.81 309.52 309.23 308.90 308.55 308.20 307.85 307.49 307.13 306.73 306.30 305.92 305.50 305.07 304.62 304.22 303.87 303.50 303.12 302.75 302.37 302.02 301.70 301.37 301.04 300.70 300.37 300.04 299.71 299.39 299.03 298.69 298.35 297.99 297.61 297.25
315.37 315.29 315.21 315.12 315.02 314.92 314.81 314.69 314.57 314.41 314.23 314.04 313.84 313.64 313.46 313.28 313.12 312.95 312.78 312.60 312.42 312.22 312.02 311.82 311.62 311.41 311.19 310.96 310.71 310.45 310.19 309.92 309.65 309.36 309.06 308.73 308.38 308.01 307.66 307.29 306.92 306.52 306.10 305.63 305.22 304.79 304.34 303.92 303.57 303.21 302.83 302.46 302.07 301.72 301.40 301.08 300.76 300.42 300.09 299.76 299.43 299.08 298.72 298.38 298.04 297.69 297.32 296.96
315.28 315.21 315.12 315.03 314.93 314.82 314.71 314.59 314.46 314.31 314.11 313.92 313.70 313.50 313.31 313.14 312.98 312.81 312.64 312.46 312.27 312.08 311.89 311.69 311.49 311.28 311.05 310.82 310.56 310.29 310.02 309.75 309.47 309.18 308.88 308.56 308.18 307.82 307.44 307.07 306.71 306.31 305.80 305.34 304.92 304.49 304.06 303.64 303.26 302.90 302.53 302.16 301.78 301.43 301.12 300.81 300.48 300.15 299.81 299.48 299.19 298.82 298.37 298.03 297.74 297.39 297.08 296.72
315.20 315.12 315.03 314.93 314.83 314.72 314.60 314.48 314.35 314.19 314.00 313.78 313.56 313.35 313.17 313.00 312.83 312.66 312.49 312.31 312.13 311.95 311.76 311.56 311.36 311.13 310.90 310.65 310.39 310.12 309.85 309.57 309.29 308.99 308.70 308.34 307.97 307.57 307.20 306.83 306.46 306.02 305.51 305.05 304.63 304.18 303.75 303.34 302.96 302.59 302.23 301.86 301.48 301.14 300.83 300.51 300.19 299.86 299.52 299.17 298.92 298.51 298.05 297.73 297.44 297.10 296.79 296.43
315.11 315.03 314.93 314.83 314.73 314.61 314.49 314.37 314.23 314.07 313.87 313.65 313.41 313.20 313.02 312.85 312.69 312.52 312.35 312.17 312.00 311.82 311.63 311.43 311.22 310.99 310.75 310.49 310.21 309.95 309.67 309.39 309.09 308.80 308.48 308.12 307.74 307.34 306.93 306.56 306.11 305.67 305.23 304.77 304.34 303.89 303.42 303.01 302.64 302.27 301.93 301.56 301.18 300.84 300.52 300.20 299.88 299.55 299.21 298.86 298.49 298.12 297.78 297.47 297.13 296.79 296.45 296.09
315.02 314.93 314.83 314.73 314.62 314.50 314.38 314.25 314.12 313.94 313.73 313.51 313.26 313.05 312.88 312.71 312.55 312.39 312.21 312.04 311.86 311.68 311.49 311.29 311.08 310.84 310.59 310.33 310.05 309.76 309.48 309.20 308.91 308.59 308.27 307.90 307.52 307.11 306.69 306.25 305.80 305.36 304.92 304.49 304.06 303.59 303.11 302.68 302.30 301.96 301.61 301.25 300.88 300.54 300.23 299.90 299.58 299.24 298.90 298.56 298.19 297.83 297.49 297.16 296.82 296.48 296.14 295.79
314.92 314.83 314.73 314.62 314.51 314.39 314.26 314.13 313.98 313.80 313.58 313.36 313.13 312.92 312.74 312.58 312.42 312.25 312.08 311.91 311.73 311.55 311.35 311.15 310.93 310.69 310.42 310.16 309.87 309.59 309.30 309.01 308.71 308.40 308.05 307.68 307.27 306.86 306.42 305.98 305.54 305.10 304.65 304.22 303.74 303.27 302.77 302.33 301.99 301.64 301.30 300.94 300.59 300.25 299.93 299.61 299.26 298.92 298.60 298.25 297.91 297.55 297.18 296.84 296.51 296.18 295.80 295.45
314.84 314.73 314.63 314.52 314.40 314.28 314.15 314.00 313.85 313.66 313.45 313.22 312.99 312.78 312.60 312.45 312.29 312.12 311.95 311.77 311.60 311.40 311.21 310.99 310.77 310.53 310.26 309.99 309.71 309.42 309.13 308.81 308.51 308.18 307.84 307.44 307.02 306.60 306.16 305.72 305.27 304.82 304.38 303.90 303.43 302.92 302.42 302.02 301.68 301.33 300.99 300.64 300.28 299.94 299.62 299.29 298.94 298.60 298.28 297.94 297.59 297.22 296.85 296.51 296.18 295.84 295.47 295.11
