#k i j head boundname
3 1 64 298.931 north
3 1 65 298.582 north
3 1 66 298.238 north
3 1 67 297.89 north
4 1 68 297.526 east
4 2 68 297.232 east
4 3 68 296.936 east
4 4 68 296.64 east
4 5 68 296.344 east
4 6 68 296.042 east
4 7 68 295.731 east
4 8 68 295.419 east
4 9 68 295.095 east
4 10 68 294.773 east
4 11 68 294.434 east
4 12 68 294.084 east
4 13 68 293.724 east
4 14 68 293.35 east
4 15 68 292.961 east
4 16 68 292.562 east
4 17 68 292.156 east
4 18 68 291.743 east
4 19 68 291.322 east
4 20 68 290.895 east
4 21 68 290.458 east
4 22 68 290.014 east
4 23 68 289.564 east
4 24 68 289.113 east
4 25 68 288.654 east
4 26 68 288.196 east
4 27 68 287.739 east
4 28 68 287.287 east
4 29 68 286.9 east
4 30 68 286.628 east
4 31 68 286.471 east
4 32 68 286.339 east
4 33 68 286.275 east
4 34 68 286.232 east
4 35 68 286.204 east
4 36 68 286.211 east
4 37 68 286.2 east
4 38 68 286.186 east
4 39 68 286.17 east
4 40 68 286.182 east
4 41 68 286.142 east
4 42 68 286.087 east
4 43 68 286.016 east
4 44 68 285.94 east
4 45 68 285.842 east
4 46 68 285.738 east
4 47 68 285.619 east
4 48 68 285.492 east
4 49 68 285.356 east
4 50 68 285.216 east
4 51 68 285.068 east
4 52 68 284.92 east
4 53 68 284.764 east
4 54 68 284.608 east
4 55 68 284.449 east
4 56 68 284.291 east
4 57 68 284.126 east
4 58 68 283.959 east
4 59 68 283.797 east
4 60 68 283.633 east
4 61 68 283.467 east
4 62 68 283.262 east
4 63 68 283.059 east
4 64 68 282.824 east
4 1 1 314.393 west
4 2 1 314.325 west
4 3 1 314.252 west
4 4 1 314.173 west
4 5 1 314.086 west
4 6 1 313.992 west
4 7 1 313.895 west
4 8 1 313.792 west
4 9 1 313.693 west
4 10 1 313.603 west
4 11 1 313.514 west
4 12 1 313.425 west
4 13 1 313.338 west
4 14 1 313.264 west
4 15 1 313.17 west
4 16 1 313.073 west
4 17 1 312.969 west
4 18 1 312.87 west
4 19 1 312.754 west
4 20 1 312.629 west
4 21 1 312.494 west
4 22 1 312.365 west
4 23 1 312.227 west
4 24 1 312.111 west
4 25 1 311.989 west
4 26 1 311.887 west
4 27 1 311.804 west
4 28 1 311.721 west
4 29 1 311.647 west
4 30 1 311.573 west
4 31 1 311.5 west
4 32 1 311.42 west
4 33 1 311.338 west
4 34 1 311.252 west
4 35 1 311.163 west
4 36 1 311.073 west
4 37 1 310.971 west
4 38 1 310.862 west
4 39 1 310.746 west
4 40 1 310.621 west
4 41 1 310.489 west
4 42 1 310.353 west
4 43 1 310.215 west
4 44 1 310.07 west
4 45 1 309.92 west
4 46 1 309.763 west
4 47 1 309.581 west
4 48 1 309.395 west
4 49 1 309.205 west
4 50 1 309.012 west
4 51 1 308.813 west
4 52 1 308.613 west
4 53 1 308.408 west
4 54 1 308.2 west
4 55 1 307.988 west
4 56 1 307.775 west
4 57 1 307.558 west
4 58 1 307.342 west
4 59 1 307.12 west
4 60 1 306.898 west
4 61 1 306.672 west
4 62 1 306.445 west
4 63 1 306.215 west
4 64 1 305.983 south
4 64 2 305.783 south
4 64 3 305.574 south
4 64 4 305.356 south
4 64 5 305.127 south
4 64 6 304.888 south
4 64 7 304.641 south
4 64 8 304.384 south
4 64 9 304.119 south
4 64 10 303.842 south
4 64 11 303.558 south
4 64 12 303.264 south
4 64 13 302.961 south
4 64 14 302.646 south
4 64 15 302.323 south
4 64 16 301.988 south
4 64 17 301.645 south
4 64 18 301.291 south
4 64 19 300.927 south
4 64 20 300.549 south
4 64 21 300.164 south
4 64 22 299.767 south
4 64 23 299.362 south
4 64 24 298.945 south
4 64 25 298.519 south
4 64 26 298.083 south
4 64 27 297.636 south
4 64 28 297.188 south
4 64 29 296.74 south
4 64 30 296.323 south
4 64 31 295.909 south
4 64 32 295.509 south
4 64 33 295.105 south
4 64 34 294.71 south
4 64 35 294.306 south
4 64 36 293.899 south
4 64 37 293.49 south
4 64 38 293.091 south
4 64 39 292.688 south
4 64 40 292.296 south
4 64 41 291.893 south
4 64 42 291.502 south
4 64 43 291.096 south
4 64 44 290.699 south
4 64 45 290.293 south
4 64 46 289.899 south
4 64 47 289.507 south
4 64 48 289.123 south
4 64 49 288.745 south
4 64 50 288.371 south
4 64 51 288.001 south
4 64 52 287.63 south
4 64 53 287.276 south
4 64 54 286.931 south
4 64 55 286.606 south
4 64 56 286.285 south
4 64 57 285.981 south
4 64 58 285.686 south
4 64 59 285.401 south
4 64 60 285.112 south
4 64 61 284.835 south
4 64 62 284.541 south
4 64 63 284.27 south
4 64 64 283.987 south
4 64 65 283.715 south
4 64 66 283.43 south
4 64 67 283.139 south
4 1 2 314.334 north
4 1 3 314.271 north
4 1 4 314.204 north
4 1 5 314.133 north
4 1 6 314.059 north
4 1 7 313.98 north
4 1 8 313.899 north
4 1 9 313.807 north
4 1 10 313.717 north
4 1 11 313.606 north
4 1 12 313.495 north
4 1 13 313.378 north
4 1 14 313.265 north
4 1 15 313.156 north
4 1 16 313.048 north
4 1 17 312.933 north
4 1 18 312.81 north
4 1 19 312.68 north
4 1 20 312.547 north
4 1 21 312.398 north
4 1 22 312.237 north
4 1 23 312.065 north
4 1 24 311.891 north
4 1 25 311.698 north
4 1 26 311.5 north
4 1 27 311.291 north
4 1 28 311.072 north
4 1 29 310.842 north
4 1 30 310.607 north
4 1 31 310.356 north
4 1 32 310.101 north
4 1 33 309.826 north
4 1 34 309.539 north
4 1 35 309.239 north
4 1 36 308.934 north
4 1 37 308.607 north
4 1 38 308.273 north
4 1 39 307.93 north
4 1 40 307.583 north
4 1 41 307.223 north
4 1 42 306.868 north
4 1 43 306.491 north
4 1 44 306.114 north
4 1 45 305.723 north
4 1 46 305.328 north
4 1 47 304.929 north
4 1 48 304.548 north
4 1 49 304.165 north
4 1 50 303.8 north
4 1 51 303.427 north
4 1 52 303.059 north
4 1 53 302.696 north
4 1 54 302.342 north
4 1 55 301.991 north
4 1 56 301.642 north
4 1 57 301.298 north
4 1 58 300.955 north
4 1 59 300.614 north
4 1 60 300.276 north
4 1 61 299.939 north
4 1 62 299.601 north
4 1 63 299.263 north
4 1 64 298.923 north
4 1 65 298.579 north
4 1 66 298.233 north
4 1 67 297.882 north
