#k i j head boundname
3 34 68 286.299 east
3 35 68 286.289 east
3 36 68 286.325 east
3 37 68 286.31 east
3 38 68 286.297 east
3 39 68 286.279 east
3 40 68 286.302 east
3 41 68 286.258 east
3 42 68 286.199 east
3 43 68 286.125 east
3 44 68 286.043 east
3 45 68 285.949 east
3 46 68 285.843 east
3 47 68 285.725 east
3 48 68 285.585 east
3 49 68 285.451 east
3 50 68 285.308 east
3 51 68 285.161 east
3 52 68 285.017 east
3 53 68 284.855 east
3 54 68 284.699 east
3 55 68 284.551 east
3 56 68 284.392 east
3 57 68 284.213 east
3 58 68 284.047 east
3 59 68 283.891 east
3 60 68 283.765 east
3 61 68 283.667 east
3 62 68 283.478 east
3 63 68 283.314 east
3 64 68 283.083 east
3 1 1 315.405 west
3 2 1 315.333 west
3 3 1 315.257 west
3 4 1 315.185 west
3 5 1 315.106 west
3 6 1 315.027 west
3 7 1 314.943 west
3 8 1 314.863 west
3 9 1 314.776 west
3 10 1 314.693 west
3 11 1 314.605 west
3 12 1 314.522 west
3 13 1 314.436 west
3 14 1 314.349 west
3 15 1 314.262 west
3 16 1 314.179 west
3 17 1 314.094 west
3 18 1 314.013 west
3 19 1 313.93 west
3 20 1 313.839 west
3 21 1 313.739 west
3 22 1 313.635 west
3 23 1 313.521 west
3 24 1 313.399 west
3 25 1 313.26 west
3 26 1 313.147 west
3 27 1 313.032 west
3 28 1 312.919 west
3 29 1 312.81 west
3 30 1 312.697 west
3 31 1 312.582 west
3 32 1 312.459 west
3 33 1 312.329 west
3 34 1 312.202 west
3 35 1 312.078 west
3 36 1 311.94 west
3 37 1 311.786 west
3 38 1 311.62 west
3 39 1 311.459 west
3 40 1 311.294 west
3 41 1 311.125 west
3 42 1 310.948 west
3 43 1 310.844 west
3 44 1 310.734 west
3 45 1 310.632 west
3 64 28 297.037 south
3 64 29 296.387 south
3 64 30 296.018 south
3 64 31 295.681 south
3 64 32 295.333 south
3 64 33 294.97 south
3 64 34 294.599 south
3 64 35 294.226 south
3 64 36 293.825 south
3 64 37 293.41 south
3 64 38 293.017 south
3 64 39 292.641 south
3 64 40 292.267 south
3 64 41 291.872 south
3 64 42 291.493 south
3 64 43 291.084 south
3 64 44 290.671 south
3 64 45 290.238 south
3 64 46 289.84 south
3 64 47 289.452 south
3 64 48 289.075 south
3 64 49 288.701 south
3 64 50 288.338 south
3 64 51 287.979 south
3 64 52 287.637 south
3 64 53 287.309 south
3 64 54 286.983 south
3 64 55 286.672 south
3 64 56 286.362 south
3 64 57 286.066 south
3 64 58 285.782 south
3 64 59 285.513 south
3 64 60 285.239 south
3 64 61 284.982 south
3 64 62 284.702 south
3 64 63 284.46 south
3 64 64 284.204 south
3 64 65 283.985 south
3 64 66 283.722 south
3 64 67 283.421 south
3 1 2 315.339 north
3 1 3 315.266 north
3 1 4 315.192 north
3 1 5 315.105 north
3 1 6 315.012 north
3 1 7 314.913 north
3 1 8 314.807 north
3 1 9 314.689 north
3 1 10 314.552 north
3 1 11 314.386 north
3 1 12 314.208 north
3 1 13 314.017 north
3 1 14 313.849 north
3 1 15 313.702 north
3 1 16 313.559 north
3 1 17 313.408 north
3 1 18 313.25 north
3 1 19 313.085 north
3 1 20 312.922 north
3 1 21 312.745 north
3 1 22 312.564 north
3 1 23 312.38 north
3 1 24 312.189 north
3 1 25 311.993 north
3 1 26 311.776 north
3 1 27 311.515 north
3 1 28 311.271 north
3 1 29 311.045 north
3 1 30 310.804 north
3 1 31 310.554 north
3 1 32 310.296 north
3 1 33 310.027 north
3 1 34 309.744 north
3 1 35 309.446 north
3 1 36 309.125 north
3 1 37 308.78 north
3 1 38 308.436 north
3 1 39 308.093 north
3 1 40 307.749 north
3 1 41 307.397 north
3 1 42 307.038 north
3 1 43 306.658 north
3 1 44 306.284 north
3 1 45 305.885 north
3 1 46 305.485 north
3 1 47 305.064 north
3 1 48 304.683 north
3 1 49 304.309 north
3 1 50 303.947 north
3 1 51 303.575 north
3 1 52 303.205 north
3 1 53 302.837 north
3 1 54 302.48 north
3 1 55 302.134 north
3 1 56 301.786 north
3 1 57 301.444 north
3 1 58 301.101 north
3 1 59 300.758 north
3 1 60 300.425 north
3 1 61 300.091 north
3 1 62 299.759 north
3 1 63 299.429 north
3 1 64 299.087 north
3 1 65 298.738 north
3 1 66 298.393 north
3 1 67 298.045 north
4 1 68 297.677 east
4 2 68 297.383 east
4 3 68 297.088 east
4 4 68 296.793 east
4 5 68 296.497 east
4 6 68 296.197 east
4 7 68 295.887 east
4 8 68 295.576 east
4 9 68 295.253 east
4 10 68 294.931 east
4 11 68 294.592 east
4 12 68 294.242 east
4 13 68 293.882 east
4 14 68 293.508 east
4 15 68 293.118 east
4 16 68 292.716 east
4 17 68 292.308 east
4 18 68 291.891 east
4 19 68 291.468 east
4 20 68 291.038 east
4 21 68 290.598 east
4 22 68 290.152 east
4 23 68 289.699 east
4 24 68 289.245 east
4 25 68 288.783 east
4 26 68 288.321 east
4 27 68 287.859 east
4 28 68 287.402 east
4 29 68 287.009 east
4 30 68 286.732 east
4 31 68 286.57 east
4 32 68 286.434 east
4 33 68 286.365 east
4 34 68 286.317 east
4 35 68 286.284 east
4 36 68 286.284 east
4 37 68 286.265 east
4 38 68 286.245 east
4 39 68 286.224 east
4 40 68 286.232 east
4 41 68 286.189 east
4 42 68 286.132 east
4 43 68 286.06 east
4 44 68 285.986 east
4 45 68 285.891 east
4 46 68 285.79 east
4 47 68 285.675 east
4 48 68 285.556 east
4 49 68 285.424 east
4 50 68 285.288 east
4 51 68 285.143 east
4 52 68 284.998 east
4 53 68 284.844 east
4 54 68 284.688 east
4 55 68 284.529 east
4 56 68 284.371 east
4 57 68 284.205 east
4 58 68 284.038 east
4 59 68 283.875 east
4 60 68 283.713 east
4 61 68 283.55 east
4 62 68 283.348 east
4 63 68 283.151 east
4 64 68 282.922 east
4 1 1 315.369 west
4 2 1 315.298 west
4 3 1 315.221 west
4 4 1 315.141 west
4 5 1 315.061 west
4 6 1 314.982 west
4 7 1 314.898 west
4 8 1 314.817 west
4 9 1 314.73 west
4 10 1 314.65 west
4 11 1 314.562 west
4 12 1 314.473 west
4 13 1 314.383 west
4 14 1 314.3 west
4 15 1 314.208 west
4 16 1 314.115 west
4 17 1 314.02 west
4 18 1 313.93 west
4 19 1 313.83 west
4 20 1 313.727 west
4 21 1 313.619 west
4 22 1 313.511 west
4 23 1 313.394 west
4 24 1 313.284 west
4 25 1 313.16 west
4 26 1 313.036 west
4 27 1 312.913 west
4 28 1 312.795 west
4 29 1 312.671 west
4 30 1 312.544 west
4 31 1 312.417 west
4 32 1 312.289 west
4 33 1 312.156 west
4 34 1 312.021 west
4 35 1 311.884 west
4 36 1 311.742 west
4 37 1 311.596 west
4 38 1 311.445 west
4 39 1 311.293 west
4 40 1 311.138 west
4 41 1 310.979 west
4 42 1 310.818 west
4 43 1 310.659 west
4 44 1 310.494 west
4 45 1 310.322 west
4 46 1 310.144 west
4 47 1 309.941 west
4 48 1 309.734 west
4 49 1 309.525 west
4 50 1 309.314 west
4 51 1 309.103 west
4 52 1 308.892 west
4 53 1 308.678 west
4 54 1 308.463 west
4 55 1 308.246 west
4 56 1 308.029 west
4 57 1 307.809 west
4 58 1 307.589 west
4 59 1 307.366 west
4 60 1 307.143 west
4 61 1 306.917 west
4 62 1 306.691 west
4 63 1 306.462 west
4 64 1 306.232 south
4 64 2 306.024 south
4 64 3 305.81 south
4 64 4 305.588 south
4 64 5 305.357 south
4 64 6 305.115 south
4 64 7 304.863 south
4 64 8 304.599 south
4 64 9 304.324 south
4 64 10 304.038 south
4 64 11 303.744 south
4 64 12 303.442 south
4 64 13 303.132 south
4 64 14 302.81 south
4 64 15 302.483 south
4 64 16 302.144 south
4 64 17 301.798 south
4 64 18 301.445 south
4 64 19 301.081 south
4 64 20 300.7 south
4 64 21 300.312 south
4 64 22 299.912 south
4 64 23 299.502 south
4 64 24 299.08 south
4 64 25 298.649 south
4 64 26 298.206 south
4 64 27 297.752 south
4 64 28 297.298 south
4 64 29 296.843 south
4 64 30 296.42 south
4 64 31 295.999 south
4 64 32 295.593 south
4 64 33 295.183 south
4 64 34 294.785 south
4 64 35 294.378 south
4 64 36 293.969 south
4 64 37 293.558 south
4 64 38 293.159 south
4 64 39 292.756 south
4 64 40 292.365 south
4 64 41 291.964 south
4 64 42 291.574 south
4 64 43 291.171 south
4 64 44 290.777 south
4 64 45 290.375 south
4 64 46 289.985 south
4 64 47 289.595 south
4 64 48 289.216 south
4 64 49 288.841 south
4 64 50 288.47 south
4 64 51 288.103 south
4 64 52 287.736 south
4 64 53 287.384 south
4 64 54 287.041 south
4 64 55 286.717 south
4 64 56 286.397 south
4 64 57 286.093 south
4 64 58 285.797 south
4 64 59 285.511 south
4 64 60 285.22 south
4 64 61 284.942 south
4 64 62 284.647 south
4 64 63 284.376 south
4 64 64 284.09 south
4 64 65 283.818 south
4 64 66 283.532 south
4 64 67 283.24 south
4 1 2 315.299 north
4 1 3 315.221 north
4 1 4 315.142 north
4 1 5 315.05 north
4 1 6 314.951 north
4 1 7 314.844 north
4 1 8 314.73 north
4 1 9 314.603 north
4 1 10 314.473 north
4 1 11 314.322 north
4 1 12 314.168 north
4 1 13 314.005 north
4 1 14 313.845 north
4 1 15 313.688 north
4 1 16 313.531 north
4 1 17 313.371 north
4 1 18 313.207 north
4 1 19 313.038 north
4 1 20 312.867 north
4 1 21 312.687 north
4 1 22 312.5 north
4 1 23 312.305 north
4 1 24 312.108 north
4 1 25 311.899 north
4 1 26 311.685 north
4 1 27 311.464 north
4 1 28 311.233 north
4 1 29 310.992 north
4 1 30 310.747 north
4 1 31 310.487 north
4 1 32 310.224 north
4 1 33 309.944 north
4 1 34 309.653 north
4 1 35 309.349 north
4 1 36 309.04 north
4 1 37 308.711 north
4 1 38 308.375 north
4 1 39 308.031 north
4 1 40 307.684 north
4 1 41 307.325 north
4 1 42 306.971 north
4 1 43 306.596 north
4 1 44 306.222 north
4 1 45 305.834 north
4 1 46 305.442 north
4 1 47 305.047 north
4 1 48 304.67 north
4 1 49 304.291 north
4 1 50 303.93 north
4 1 51 303.562 north
4 1 52 303.198 north
4 1 53 302.839 north
4 1 54 302.488 north
4 1 55 302.139 north
4 1 56 301.793 north
4 1 57 301.451 north
4 1 58 301.109 north
4 1 59 300.769 north
4 1 60 300.432 north
4 1 61 300.095 north
4 1 62 299.757 north
4 1 63 299.419 north
4 1 64 299.078 north
4 1 65 298.733 north
4 1 66 298.386 north
4 1 67 298.035 north
