#k i j head boundname
3 15 1 314.363 west
3 16 1 314.265 west
3 17 1 314.163 west
3 18 1 314.084 west
3 19 1 314.016 west
3 20 1 313.933 west
3 21 1 313.843 west
3 22 1 313.736 west
3 23 1 313.613 west
3 24 1 313.472 west
3 25 1 313.3 west
3 26 1 313.202 west
3 27 1 313.124 west
3 28 1 313.018 west
3 29 1 312.917 west
3 30 1 312.809 west
3 31 1 312.697 west
3 32 1 312.573 west
3 33 1 312.445 west
3 34 1 312.322 west
3 35 1 312.199 west
3 36 1 312.066 west
3 37 1 311.918 west
3 38 1 311.755 west
3 39 1 311.595 west
3 40 1 311.445 west
3 41 1 311.303 west
3 42 1 311.147 west
3 43 1 311.052 west
3 44 1 310.951 west
3 45 1 310.856 west
3 64 28 297.186 south
3 64 29 296.539 south
3 64 30 296.154 south
3 64 31 295.785 south
3 64 32 295.425 south
3 64 33 295.056 south
3 64 34 294.681 south
3 64 35 294.304 south
3 64 36 293.899 south
3 64 37 293.482 south
3 64 38 293.089 south
3 64 39 292.714 south
3 64 40 292.345 south
3 64 41 291.957 south
3 64 42 291.587 south
3 64 43 291.188 south
3 64 44 290.79 south
3 64 45 290.371 south
3 64 46 289.981 south
3 64 47 289.596 south
3 64 48 289.222 south
3 64 49 288.847 south
3 64 50 288.487 south
3 64 51 288.129 south
3 64 52 287.788 south
3 64 53 287.462 south
3 64 54 287.138 south
3 64 55 286.827 south
3 64 56 286.516 south
3 64 57 286.217 south
3 64 58 285.929 south
3 64 59 285.655 south
3 64 60 285.377 south
3 64 61 285.115 south
3 64 62 284.832 south
3 64 63 284.585 south
3 64 64 284.324 south
3 64 65 284.096 south
3 64 66 283.83 south
3 64 67 283.532 south
3 1 2 315.512 north
3 1 3 315.436 north
3 1 4 315.356 north
3 1 5 315.262 north
3 1 6 315.162 north
3 1 7 315.056 north
3 1 8 314.943 north
3 1 9 314.824 north
3 1 10 314.688 north
3 1 11 314.516 north
3 1 12 314.329 north
3 1 13 314.123 north
3 1 14 313.944 north
3 1 15 313.791 north
3 1 16 313.641 north
3 1 17 313.487 north
3 1 18 313.328 north
3 1 19 313.162 north
3 1 20 312.999 north
3 1 21 312.823 north
3 1 22 312.643 north
3 1 23 312.461 north
3 1 24 312.272 north
3 1 25 312.081 north
3 1 26 311.865 north
3 1 27 311.604 north
3 1 28 311.359 north
3 1 29 311.128 north
3 1 30 310.885 north
3 1 31 310.634 north
3 1 32 310.374 north
3 1 33 310.105 north
3 1 34 309.821 north
3 1 35 309.523 north
3 1 36 309.202 north
3 1 37 308.858 north
3 1 38 308.515 north
3 1 39 308.173 north
3 1 40 307.829 north
3 1 41 307.477 north
3 1 42 307.12 north
3 1 43 306.744 north
3 1 44 306.376 north
3 1 45 305.984 north
3 1 46 305.596 north
3 1 47 305.187 north
3 1 48 304.814 north
3 1 49 304.449 north
3 1 50 304.092 north
3 1 51 303.725 north
3 1 52 303.359 north
3 1 53 302.995 north
3 1 54 302.64 north
3 1 55 302.297 north
3 1 56 301.95 north
3 1 57 301.609 north
3 1 58 301.268 north
3 1 59 300.927 north
3 1 60 300.594 north
3 1 61 300.261 north
3 1 62 299.929 north
3 1 63 299.6 north
3 1 64 299.258 north
3 1 65 298.91 north
3 1 66 298.566 north
3 1 67 298.22 north
4 1 68 297.85 east
4 2 68 297.557 east
4 3 68 297.262 east
4 4 68 296.968 east
4 5 68 296.674 east
4 6 68 296.374 east
4 7 68 296.067 east
4 8 68 295.757 east
4 9 68 295.436 east
4 10 68 295.114 east
4 11 68 294.775 east
4 12 68 294.425 east
4 13 68 294.064 east
4 14 68 293.688 east
4 15 68 293.296 east
4 16 68 292.89 east
4 17 68 292.475 east
4 18 68 292.052 east
4 19 68 291.623 east
4 20 68 291.185 east
4 21 68 290.738 east
4 22 68 290.285 east
4 23 68 289.825 east
4 24 68 289.365 east
4 25 68 288.898 east
4 26 68 288.431 east
4 27 68 287.964 east
4 28 68 287.503 east
4 29 68 287.105 east
4 30 68 286.825 east
4 31 68 286.662 east
4 32 68 286.523 east
4 33 68 286.453 east
4 34 68 286.402 east
4 35 68 286.366 east
4 36 68 286.359 east
4 37 68 286.337 east
4 38 68 286.313 east
4 39 68 286.289 east
4 40 68 286.296 east
4 41 68 286.256 east
4 42 68 286.204 east
4 43 68 286.14 east
4 44 68 286.075 east
4 45 68 285.989 east
4 46 68 285.899 east
4 47 68 285.792 east
4 48 68 285.68 east
4 49 68 285.552 east
4 50 68 285.419 east
4 51 68 285.275 east
4 52 68 285.13 east
4 53 68 284.974 east
4 54 68 284.816 east
4 55 68 284.654 east
4 56 68 284.492 east
4 57 68 284.321 east
4 58 68 284.15 east
4 59 68 283.983 east
4 60 68 283.819 east
4 61 68 283.657 east
4 62 68 283.457 east
4 63 68 283.264 east
4 64 68 283.039 east
4 1 1 315.505 west
4 2 1 315.434 west
4 3 1 315.353 west
4 4 1 315.265 west
4 5 1 315.171 west
4 6 1 315.076 west
4 7 1 314.968 west
4 8 1 314.861 west
4 9 1 314.739 west
4 10 1 314.654 west
4 11 1 314.591 west
4 12 1 314.521 west
4 13 1 314.445 west
4 14 1 314.363 west
4 15 1 314.27 west
4 16 1 314.174 west
4 17 1 314.072 west
4 18 1 313.98 west
4 19 1 313.884 west
4 20 1 313.783 west
4 21 1 313.676 west
4 22 1 313.563 west
4 23 1 313.437 west
4 24 1 313.316 west
4 25 1 313.182 west
4 26 1 313.06 west
4 27 1 312.951 west
4 28 1 312.842 west
4 29 1 312.73 west
4 30 1 312.614 west
4 31 1 312.493 west
4 32 1 312.367 west
4 33 1 312.239 west
4 34 1 312.111 west
4 35 1 311.983 west
4 36 1 311.856 west
4 37 1 311.72 west
4 38 1 311.58 west
4 39 1 311.436 west
4 40 1 311.29 west
4 41 1 311.141 west
4 42 1 310.99 west
4 43 1 310.834 west
4 44 1 310.67 west
4 45 1 310.495 west
4 46 1 310.32 west
4 47 1 310.12 west
4 48 1 309.917 west
4 49 1 309.711 west
4 50 1 309.502 west
4 51 1 309.292 west
4 52 1 309.079 west
4 53 1 308.865 west
4 54 1 308.649 west
4 55 1 308.433 west
4 56 1 308.21 west
4 57 1 307.988 west
4 58 1 307.768 west
4 59 1 307.544 west
4 60 1 307.321 west
4 61 1 307.097 west
4 62 1 306.873 west
4 63 1 306.646 west
4 64 1 306.419 south
4 64 2 306.212 south
4 64 3 305.998 south
4 64 4 305.775 south
4 64 5 305.541 south
4 64 6 305.298 south
4 64 7 305.045 south
4 64 8 304.778 south
4 64 9 304.504 south
4 64 10 304.218 south
4 64 11 303.926 south
4 64 12 303.624 south
4 64 13 303.313 south
4 64 14 302.987 south
4 64 15 302.659 south
4 64 16 302.319 south
4 64 17 301.971 south
4 64 18 301.617 south
4 64 19 301.25 south
4 64 20 300.861 south
4 64 21 300.471 south
4 64 22 300.062 south
4 64 23 299.639 south
4 64 24 299.195 south
4 64 25 298.756 south
4 64 26 298.309 south
4 64 27 297.855 south
4 64 28 297.413 south
4 64 29 296.957 south
4 64 30 296.533 south
4 64 31 296.105 south
4 64 32 295.695 south
4 64 33 295.281 south
4 64 34 294.879 south
4 64 35 294.469 south
4 64 36 294.057 south
4 64 37 293.645 south
4 64 38 293.246 south
4 64 39 292.845 south
4 64 40 292.457 south
4 64 41 292.06 south
4 64 42 291.677 south
4 64 43 291.279 south
4 64 44 290.893 south
4 64 45 290.497 south
4 64 46 290.112 south
4 64 47 289.727 south
4 64 48 289.352 south
4 64 49 288.979 south
4 64 50 288.61 south
4 64 51 288.245 south
4 64 52 287.881 south
4 64 53 287.53 south
4 64 54 287.188 south
4 64 55 286.864 south
4 64 56 286.544 south
4 64 57 286.238 south
4 64 58 285.941 south
4 64 59 285.652 south
4 64 60 285.359 south
4 64 61 285.078 south
4 64 62 284.781 south
4 64 63 284.506 south
4 64 64 284.218 south
4 64 65 283.942 south
4 64 66 283.654 south
4 64 67 283.361 south
4 1 2 315.43 north
4 1 3 315.343 north
4 1 4 315.246 north
4 1 5 315.137 north
4 1 6 315.015 north
4 1 7 314.887 north
4 1 8 314.745 north
4 1 9 314.633 north
4 1 10 314.544 north
4 1 11 314.402 north
4 1 12 314.254 north
4 1 13 314.091 north
4 1 14 313.93 north
4 1 15 313.771 north
4 1 16 313.613 north
4 1 17 313.452 north
4 1 18 313.286 north
4 1 19 313.117 north
4 1 20 312.946 north
4 1 21 312.766 north
4 1 22 312.579 north
4 1 23 312.385 north
4 1 24 312.189 north
4 1 25 311.981 north
4 1 26 311.768 north
4 1 27 311.546 north
4 1 28 311.315 north
4 1 29 311.073 north
4 1 30 310.827 north
4 1 31 310.567 north
4 1 32 310.303 north
4 1 33 310.023 north
4 1 34 309.731 north
4 1 35 309.427 north
4 1 36 309.118 north
4 1 37 308.791 north
4 1 38 308.455 north
4 1 39 308.112 north
4 1 40 307.767 north
4 1 41 307.411 north
4 1 42 307.06 north
4 1 43 306.689 north
4 1 44 306.32 north
4 1 45 305.939 north
4 1 46 305.555 north
4 1 47 305.168 north
4 1 48 304.799 north
4 1 49 304.427 north
4 1 50 304.072 north
4 1 51 303.71 north
4 1 52 303.35 north
4 1 53 302.995 north
4 1 54 302.646 north
4 1 55 302.301 north
4 1 56 301.956 north
4 1 57 301.616 north
4 1 58 301.276 north
4 1 59 300.937 north
4 1 60 300.601 north
4 1 61 300.265 north
4 1 62 299.928 north
4 1 63 299.59 north
4 1 64 299.25 north
4 1 65 298.905 north
4 1 66 298.559 north
4 1 67 298.208 north
