#k i j head boundname
3 1 35 309.474 north
3 1 36 309.153 north
3 1 37 308.809 north
3 1 38 308.465 north
3 1 39 308.122 north
3 1 40 307.778 north
3 1 41 307.427 north
3 1 42 307.071 north
3 1 43 306.694 north
3 1 44 306.327 north
3 1 45 305.935 north
3 1 46 305.548 north
3 1 47 305.141 north
3 1 48 304.767 north
3 1 49 304.401 north
3 1 50 304.044 north
3 1 51 303.676 north
3 1 52 303.309 north
3 1 53 302.943 north
3 1 54 302.587 north
3 1 55 302.242 north
3 1 56 301.894 north
3 1 57 301.552 north
3 1 58 301.209 north
3 1 59 300.865 north
3 1 60 300.531 north
3 1 61 300.195 north
3 1 62 299.862 north
3 1 63 299.532 north
3 1 64 299.19 north
3 1 65 298.846 north
3 1 66 298.503 north
3 1 67 298.16 north
4 1 68 297.792 east
4 2 68 297.501 east
4 3 68 297.209 east
4 4 68 296.918 east
4 5 68 296.627 east
4 6 68 296.331 east
4 7 68 296.027 east
4 8 68 295.721 east
4 9 68 295.403 east
4 10 68 295.085 east
4 11 68 294.75 east
4 12 68 294.404 east
4 13 68 294.047 east
4 14 68 293.674 east
4 15 68 293.285 east
4 16 68 292.88 east
4 17 68 292.466 east
4 18 68 292.043 east
4 19 68 291.614 east
4 20 68 291.177 east
4 21 68 290.732 east
4 22 68 290.282 east
4 23 68 289.827 east
4 24 68 289.372 east
4 25 68 288.911 east
4 26 68 288.45 east
4 27 68 287.99 east
4 28 68 287.536 east
4 29 68 287.142 east
4 30 68 286.866 east
4 31 68 286.706 east
4 32 68 286.569 east
4 33 68 286.499 east
4 34 68 286.446 east
4 35 68 286.407 east
4 36 68 286.393 east
4 37 68 286.364 east
4 38 68 286.335 east
4 39 68 286.306 east
4 40 68 286.309 east
4 41 68 286.266 east
4 42 68 286.212 east
4 43 68 286.148 east
4 44 68 286.085 east
4 45 68 285.999 east
4 46 68 285.908 east
4 47 68 285.799 east
4 48 68 285.684 east
4 49 68 285.552 east
4 50 68 285.414 east
4 51 68 285.265 east
4 52 68 285.115 east
4 53 68 284.953 east
4 54 68 284.79 east
4 55 68 284.624 east
4 56 68 284.458 east
4 57 68 284.284 east
4 58 68 284.11 east
4 59 68 283.943 east
4 60 68 283.778 east
4 61 68 283.614 east
4 62 68 283.414 east
4 63 68 283.216 east
4 64 68 282.989 east
4 1 1 315.468 west
4 2 1 315.4 west
4 3 1 315.325 west
4 4 1 315.248 west
4 5 1 315.169 west
4 6 1 315.091 west
4 7 1 315.008 west
4 8 1 314.926 west
4 9 1 314.838 west
4 10 1 314.755 west
4 11 1 314.664 west
4 12 1 314.572 west
4 13 1 314.479 west
4 14 1 314.388 west
4 15 1 314.292 west
4 16 1 314.196 west
4 17 1 314.099 west
4 18 1 314.008 west
4 19 1 313.911 west
4 20 1 313.81 west
4 21 1 313.705 west
4 22 1 313.599 west
4 23 1 313.482 west
4 24 1 313.369 west
4 25 1 313.243 west
4 26 1 313.116 west
4 27 1 312.989 west
4 28 1 312.865 west
4 29 1 312.735 west
4 30 1 312.602 west
4 31 1 312.467 west
4 32 1 312.327 west
4 33 1 312.191 west
4 34 1 312.058 west
4 35 1 311.925 west
4 36 1 311.8 west
4 37 1 311.664 west
4 38 1 311.525 west
4 39 1 311.383 west
4 40 1 311.238 west
4 41 1 311.092 west
4 42 1 310.942 west
4 43 1 310.786 west
4 44 1 310.616 west
4 45 1 310.434 west
4 46 1 310.254 west
4 47 1 310.055 west
4 48 1 309.853 west
4 49 1 309.649 west
4 50 1 309.434 west
4 51 1 309.221 west
4 52 1 309.0 west
4 53 1 308.78 west
4 54 1 308.559 west
4 55 1 308.34 west
4 56 1 308.105 west
4 57 1 307.876 west
4 58 1 307.646 west
4 59 1 307.415 west
4 60 1 307.186 west
4 61 1 306.953 west
4 62 1 306.722 west
4 63 1 306.486 west
4 64 1 306.252 south
4 64 2 306.067 south
4 64 3 305.874 south
4 64 4 305.669 south
4 64 5 305.45 south
4 64 6 305.221 south
4 64 7 304.974 south
4 64 8 304.707 south
4 64 9 304.433 south
4 64 10 304.146 south
4 64 11 303.851 south
4 64 12 303.545 south
4 64 13 303.227 south
4 64 14 302.898 south
4 64 15 302.574 south
4 64 16 302.239 south
4 64 17 301.9 south
4 64 18 301.559 south
4 64 19 301.203 south
4 64 20 300.825 south
4 64 21 300.452 south
4 64 22 300.065 south
4 64 23 299.651 south
4 64 24 299.236 south
4 64 25 298.814 south
4 64 26 298.371 south
4 64 27 297.909 south
4 64 28 297.446 south
4 64 29 296.982 south
4 64 30 296.546 south
4 64 31 296.108 south
4 64 32 295.691 south
4 64 33 295.272 south
4 64 34 294.868 south
4 64 35 294.455 south
4 64 36 294.042 south
4 64 37 293.629 south
4 64 38 293.229 south
4 64 39 292.828 south
4 64 40 292.441 south
4 64 41 292.044 south
4 64 42 291.663 south
4 64 43 291.266 south
4 64 44 290.88 south
4 64 45 290.484 south
4 64 46 290.098 south
4 64 47 289.71 south
4 64 48 289.332 south
4 64 49 288.957 south
4 64 50 288.587 south
4 64 51 288.222 south
4 64 52 287.856 south
4 64 53 287.507 south
4 64 54 287.165 south
4 64 55 286.841 south
4 64 56 286.52 south
4 64 57 286.214 south
4 64 58 285.915 south
4 64 59 285.625 south
4 64 60 285.33 south
4 64 61 285.046 south
4 64 62 284.746 south
4 64 63 284.468 south
4 64 64 284.177 south
4 64 65 283.898 south
4 64 66 283.607 south
4 64 67 283.311 south
4 1 2 315.401 north
4 1 3 315.323 north
4 1 4 315.238 north
4 1 5 315.141 north
4 1 6 315.031 north
4 1 7 314.914 north
4 1 8 314.78 north
4 1 9 314.659 north
4 1 10 314.555 north
4 1 11 314.404 north
4 1 12 314.247 north
4 1 13 314.076 north
4 1 14 313.908 north
4 1 15 313.743 north
4 1 16 313.58 north
4 1 17 313.415 north
4 1 18 313.247 north
4 1 19 313.076 north
4 1 20 312.902 north
4 1 21 312.721 north
4 1 22 312.534 north
4 1 23 312.34 north
4 1 24 312.143 north
4 1 25 311.935 north
4 1 26 311.722 north
4 1 27 311.501 north
4 1 28 311.269 north
4 1 29 311.027 north
4 1 30 310.78 north
4 1 31 310.519 north
4 1 32 310.255 north
4 1 33 309.974 north
4 1 34 309.682 north
4 1 35 309.378 north
4 1 36 309.069 north
4 1 37 308.741 north
4 1 38 308.406 north
4 1 39 308.063 north
4 1 40 307.718 north
4 1 41 307.361 north
4 1 42 307.012 north
4 1 43 306.64 north
4 1 44 306.273 north
4 1 45 305.891 north
4 1 46 305.507 north
4 1 47 305.121 north
4 1 48 304.751 north
4 1 49 304.38 north
4 1 50 304.024 north
4 1 51 303.66 north
4 1 52 303.3 north
4 1 53 302.943 north
4 1 54 302.594 north
4 1 55 302.247 north
4 1 56 301.901 north
4 1 57 301.559 north
4 1 58 301.218 north
4 1 59 300.878 north
4 1 60 300.541 north
4 1 61 300.203 north
4 1 62 299.865 north
4 1 63 299.527 north
4 1 64 299.187 north
4 1 65 298.844 north
4 1 66 298.498 north
4 1 67 298.148 north
