#k i j head boundname
1 1 68 297.761 east
1 2 68 297.475 east
1 3 68 297.155 east
1 4 68 296.871 east
1 5 68 296.628 east
1 6 68 296.336 east
1 7 68 295.996 east
1 8 68 295.691 east
1 9 68 295.347 east
1 10 68 295.006 east
1 11 68 294.672 east
1 12 68 294.35 east
1 13 68 294.013 east
1 14 68 293.622 east
1 15 68 293.198 east
1 16 68 292.767 east
1 17 68 292.335 east
1 18 68 291.893 east
1 19 68 291.466 east
1 20 68 291.024 east
1 21 68 290.564 east
1 22 68 290.098 east
1 23 68 289.626 east
1 24 68 289.184 east
1 25 68 288.707 east
1 26 68 288.192 east
1 27 68 287.639 east
1 28 68 287.036 east
1 29 68 286.429 east
1 30 68 286.151 east
1 31 68 286.261 east
1 32 68 286.298 east
1 33 68 286.319 east
1 34 68 286.324 east
1 35 68 286.314 east
1 36 68 286.36 east
1 37 68 286.343 east
1 38 68 286.326 east
1 39 68 286.309 east
1 40 68 286.344 east
1 41 68 286.305 east
1 42 68 286.25 east
1 43 68 286.179 east
1 44 68 286.09 east
1 45 68 286.001 east
1 46 68 285.889 east
1 47 68 285.772 east
1 48 68 285.63 east
1 49 68 285.503 east
1 50 68 285.362 east
1 51 68 285.221 east
1 52 68 285.072 east
1 53 68 284.902 east
1 54 68 284.76 east
1 55 68 284.619 east
1 56 68 284.452 east
1 57 68 284.259 east
1 58 68 284.082 east
1 59 68 283.918 east
1 60 68 283.765 east
1 61 68 283.694 east
1 62 68 283.554 east
1 63 68 283.406 east
1 1 1 315.496 west
1 2 1 315.427 west
1 3 1 315.349 west
1 4 1 315.27 west
1 5 1 315.189 west
1 6 1 315.109 west
1 7 1 315.024 west
1 8 1 314.941 west
1 9 1 314.851 west
1 10 1 314.773 west
1 11 1 314.683 west
1 12 1 314.597 west
1 13 1 314.517 west
1 14 1 314.436 west
1 15 1 314.348 west
1 16 1 314.265 west
1 17 1 314.179 west
1 18 1 314.1 west
1 19 1 314.029 west
1 20 1 313.936 west
1 64 43 291.147 south
1 64 44 290.724 south
1 64 45 290.283 south
1 64 46 289.89 south
1 64 47 289.514 south
1 64 48 289.155 south
1 64 49 288.795 south
1 64 50 288.423 south
1 64 51 288.038 south
1 64 52 287.68 south
1 64 53 287.331 south
1 64 54 287.012 south
1 64 55 286.719 south
1 64 56 286.414 south
1 64 57 286.123 south
1 64 58 285.846 south
1 64 59 285.585 south
1 64 60 285.317 south
1 64 61 285.065 south
1 64 62 284.782 south
1 64 63 284.546 south
1 64 64 284.299 south
1 64 65 284.101 south
1 1 2 315.43 north
1 1 3 315.357 north
1 1 4 315.283 north
1 1 5 315.194 north
1 1 6 315.102 north
1 1 7 315.006 north
1 1 8 314.904 north
1 1 9 314.792 north
1 1 10 314.661 north
1 1 11 314.494 north
1 1 46 305.538 north
1 1 47 305.071 north
1 1 48 304.686 north
1 1 49 304.34 north
1 1 50 303.984 north
1 1 51 303.611 north
1 1 52 303.243 north
1 1 53 302.873 north
1 1 54 302.523 north
1 1 55 302.196 north
1 1 56 301.861 north
1 1 57 301.523 north
1 1 58 301.178 north
1 1 59 300.828 north
1 1 60 300.499 north
1 1 61 300.166 north
1 1 62 299.845 north
1 1 63 299.537 north
1 1 64 299.19 north
1 1 65 298.827 north
1 1 66 298.476 north
1 1 67 298.131 north
2 1 68 297.765 east
2 2 68 297.47 east
2 3 68 297.163 east
2 4 68 296.875 east
2 5 68 296.61 east
2 6 68 296.315 east
2 7 68 295.99 east
2 8 68 295.685 east
2 9 68 295.349 east
2 10 68 295.026 east
2 11 68 294.686 east
2 12 68 294.342 east
2 13 68 293.995 east
2 14 68 293.612 east
2 15 68 293.197 east
2 16 68 292.77 east
2 17 68 292.343 east
2 18 68 291.907 east
2 19 68 291.478 east
2 20 68 291.036 east
2 21 68 290.581 east
2 22 68 290.119 east
2 23 68 289.65 east
2 24 68 289.201 east
2 25 68 288.722 east
2 26 68 288.217 east
2 27 68 287.685 east
2 28 68 287.087 east
2 29 68 286.53 east
2 30 68 286.273 east
2 31 68 286.316 east
2 32 68 286.318 east
2 33 68 286.326 east
2 34 68 286.325 east
2 35 68 286.314 east
2 36 68 286.355 east
2 37 68 286.339 east
2 38 68 286.323 east
2 39 68 286.305 east
2 40 68 286.334 east
2 41 68 286.293 east
2 42 68 286.237 east
2 43 68 286.167 east
2 44 68 286.083 east
2 45 68 285.992 east
2 46 68 285.887 east
2 47 68 285.772 east
2 48 68 285.634 east
2 49 68 285.504 east
2 50 68 285.364 east
2 51 68 285.22 east
2 52 68 285.079 east
2 53 68 284.914 east
2 54 68 284.758 east
2 55 68 284.611 east
2 56 68 284.449 east
2 57 68 284.262 east
2 58 68 284.092 east
2 59 68 283.929 east
2 60 68 283.803 east
2 61 68 283.72 east
2 62 68 283.535 east
2 63 68 283.383 east
2 64 68 283.155 east
2 64 31 295.732 south
2 64 32 295.383 south
2 64 33 295.016 south
2 64 34 294.643 south
2 64 35 294.266 south
2 64 36 293.864 south
2 64 37 293.45 south
2 64 38 293.058 south
2 64 39 292.681 south
2 64 40 292.31 south
2 64 41 291.92 south
2 64 42 291.541 south
2 64 43 291.132 south
2 64 44 290.722 south
2 64 45 290.289 south
2 64 46 289.896 south
2 64 47 289.514 south
2 64 48 289.143 south
2 64 49 288.776 south
2 64 50 288.412 south
2 64 51 288.041 south
2 64 52 287.692 south
2 64 53 287.355 south
2 64 54 287.035 south
2 64 55 286.732 south
2 64 56 286.422 south
2 64 57 286.128 south
2 64 58 285.847 south
2 64 59 285.58 south
2 64 60 285.309 south
2 64 61 285.053 south
2 64 62 284.77 south
2 64 63 284.529 south
2 64 64 284.275 south
2 64 65 284.063 south
2 64 66 283.805 south
2 64 67 283.501 south
2 1 12 314.319 north
2 1 13 314.129 north
2 1 14 313.95 north
2 1 15 313.782 north
2 1 16 313.619 north
2 1 17 313.463 north
2 1 18 313.304 north
2 1 19 313.141 north
2 1 20 312.977 north
2 1 21 312.797 north
2 1 22 312.616 north
2 1 23 312.433 north
2 1 24 312.244 north
2 1 25 312.045 north
2 1 28 311.319 north
2 1 29 311.097 north
2 1 30 310.855 north
2 1 31 310.605 north
2 1 32 310.345 north
2 1 33 310.076 north
2 1 34 309.791 north
2 1 35 309.491 north
2 1 36 309.172 north
2 1 37 308.829 north
2 1 38 308.485 north
2 1 39 308.14 north
2 1 40 307.796 north
2 1 41 307.444 north
2 1 42 307.102 north
2 1 43 306.724 north
2 1 44 306.339 north
2 1 45 305.947 north
2 1 46 305.538 north
2 1 47 305.098 north
2 1 48 304.717 north
2 1 49 304.357 north
2 1 50 304.001 north
2 1 51 303.63 north
2 1 52 303.261 north
2 1 53 302.893 north
2 1 54 302.54 north
2 1 55 302.204 north
2 1 56 301.862 north
2 1 57 301.522 north
2 1 58 301.179 north
2 1 59 300.834 north
2 1 60 300.503 north
2 1 61 300.169 north
2 1 62 299.842 north
2 1 63 299.522 north
2 1 64 299.178 north
2 1 65 298.824 north
2 1 66 298.476 north
2 1 67 298.13 north
3 1 68 297.765 east
3 2 68 297.471 east
3 3 68 297.169 east
3 4 68 296.881 east
3 5 68 296.601 east
3 6 68 296.301 east
3 7 68 295.986 east
3 8 68 295.68 east
3 9 68 295.35 east
3 10 68 295.026 east
3 11 68 294.685 east
3 12 68 294.336 east
