#k i j head boundname
1 64 62 284.521 south
1 64 63 284.292 south
1 64 64 284.053 south
1 64 65 283.852 south
1 1 2 314.395 north
1 1 3 314.336 north
1 1 4 314.276 north
1 1 5 314.205 north
1 1 6 314.133 north
1 1 7 314.058 north
1 1 8 313.979 north
1 1 9 313.892 north
1 1 10 313.789 north
1 1 11 313.651 north
1 1 46 305.256 north
1 1 47 304.789 north
1 1 48 304.384 north
1 1 49 304.022 north
1 1 50 303.653 north
1 1 51 303.265 north
1 1 52 302.886 north
1 1 53 302.503 north
1 1 54 302.145 north
1 1 55 301.812 north
1 1 56 301.471 north
1 1 57 301.127 north
1 1 58 300.777 north
1 1 59 300.422 north
1 1 60 300.089 north
1 1 61 299.753 north
1 1 62 299.431 north
1 1 63 299.123 north
1 1 64 298.773 north
1 1 65 298.406 north
1 1 66 298.052 north
1 1 67 297.703 north
2 1 68 297.342 east
2 2 68 297.047 east
2 3 68 296.745 east
2 4 68 296.455 east
2 5 68 296.189 east
2 6 68 295.892 east
2 7 68 295.563 east
2 8 68 295.26 east
2 9 68 294.923 east
2 10 68 294.602 east
2 11 68 294.273 east
2 12 68 293.937 east
2 13 68 293.593 east
2 14 68 293.214 east
2 15 68 292.806 east
2 16 68 292.395 east
2 17 68 291.987 east
2 18 68 291.568 east
2 19 68 291.15 east
2 20 68 290.721 east
2 21 68 290.277 east
2 22 68 289.826 east
2 23 68 289.369 east
2 24 68 288.932 east
2 25 68 288.466 east
2 26 68 287.976 east
2 27 68 287.461 east
2 28 68 286.881 east
2 29 68 286.346 east
2 30 68 286.101 east
2 31 68 286.145 east
2 32 68 286.152 east
2 33 68 286.164 east
2 34 68 286.168 east
2 35 68 286.165 east
2 36 68 286.221 east
2 37 68 286.216 east
2 38 68 286.209 east
2 39 68 286.2 east
2 40 68 286.233 east
2 41 68 286.193 east
2 42 68 286.135 east
2 43 68 286.059 east
2 44 68 285.964 east
2 45 68 285.864 east
2 46 68 285.745 east
2 47 68 285.617 east
2 48 68 285.462 east
2 49 68 285.321 east
2 50 68 285.167 east
2 51 68 285.013 east
2 52 68 284.862 east
2 53 68 284.689 east
2 54 68 284.529 east
2 55 68 284.384 east
2 56 68 284.225 east
2 57 68 284.048 east
2 58 68 283.883 east
2 59 68 283.741 east
2 60 68 283.619 east
2 61 68 283.52 east
2 62 68 283.328 east
2 63 68 283.151 east
2 64 68 282.903 east
2 64 31 295.477 south
2 64 32 295.148 south
2 64 33 294.802 south
2 64 34 294.441 south
2 64 35 294.073 south
2 64 36 293.676 south
2 64 37 293.263 south
2 64 38 292.872 south
2 64 39 292.494 south
2 64 40 292.121 south
2 64 41 291.725 south
2 64 42 291.344 south
2 64 43 290.931 south
2 64 44 290.503 south
2 64 45 290.06 south
2 64 46 289.649 south
2 64 47 289.255 south
2 64 48 288.875 south
2 64 49 288.503 south
2 64 50 288.133 south
2 64 51 287.757 south
2 64 52 287.399 south
2 64 53 287.055 south
2 64 54 286.731 south
2 64 55 286.429 south
2 64 56 286.118 south
2 64 57 285.83 south
2 64 58 285.557 south
2 64 59 285.3 south
2 64 60 285.033 south
2 64 61 284.786 south
2 64 62 284.507 south
2 64 63 284.272 south
2 64 64 284.025 south
2 64 65 283.812 south
2 64 66 283.55 south
2 64 67 283.239 south
2 1 12 313.505 north
2 1 13 313.353 north
2 1 14 313.222 north
2 1 15 313.112 north
2 1 16 312.999 north
2 1 17 312.888 north
2 1 18 312.769 north
2 1 19 312.641 north
2 1 20 312.514 north
2 1 21 312.368 north
2 1 22 312.214 north
2 1 23 312.05 north
2 1 24 311.875 north
2 1 28 311.013 north
2 1 29 310.814 north
2 1 30 310.594 north
2 1 31 310.355 north
2 1 32 310.106 north
2 1 33 309.843 north
2 1 34 309.563 north
2 1 35 309.267 north
2 1 36 308.95 north
2 1 37 308.61 north
2 1 38 308.266 north
2 1 39 307.919 north
2 1 40 307.568 north
2 1 41 307.207 north
2 1 42 306.858 north
2 1 43 306.471 north
2 1 44 306.075 north
2 1 45 305.671 north
2 1 46 305.257 north
2 1 47 304.811 north
2 1 48 304.414 north
2 1 49 304.04 north
2 1 50 303.672 north
2 1 51 303.287 north
2 1 52 302.905 north
2 1 53 302.526 north
2 1 54 302.165 north
2 1 55 301.821 north
2 1 56 301.473 north
2 1 57 301.127 north
2 1 58 300.779 north
2 1 59 300.428 north
2 1 60 300.094 north
2 1 61 299.757 north
2 1 62 299.428 north
2 1 63 299.108 north
2 1 64 298.762 north
2 1 65 298.404 north
2 1 66 298.054 north
2 1 67 297.705 north
3 1 68 297.344 east
3 2 68 297.049 east
3 3 68 296.75 east
3 4 68 296.461 east
3 5 68 296.18 east
3 6 68 295.878 east
3 7 68 295.56 east
3 8 68 295.257 east
3 9 68 294.927 east
3 10 68 294.605 east
3 11 68 294.272 east
3 12 68 293.931 east
3 13 68 293.58 east
3 14 68 293.205 east
3 15 68 292.806 east
3 16 68 292.399 east
3 17 68 291.992 east
3 18 68 291.578 east
3 19 68 291.159 east
3 20 68 290.73 east
3 21 68 290.29 east
3 22 68 289.842 east
3 23 68 289.388 east
3 24 68 288.946 east
3 25 68 288.481 east
3 26 68 287.998 east
3 27 68 287.497 east
3 28 68 286.953 east
3 29 68 286.469 east
3 30 68 286.219 east
3 31 68 286.2 east
3 32 68 286.172 east
3 33 68 286.174 east
3 34 68 286.173 east
3 35 68 286.169 east
3 36 68 286.217 east
3 37 68 286.211 east
3 38 68 286.205 east
3 39 68 286.193 east
3 40 68 286.22 east
3 41 68 286.178 east
3 42 68 286.119 east
3 43 68 286.043 east
3 44 68 285.956 east
3 45 68 285.855 east
3 46 68 285.741 east
3 47 68 285.615 east
3 48 68 285.464 east
3 49 68 285.321 east
3 50 68 285.168 east
3 51 68 285.014 east
3 52 68 284.861 east
3 53 68 284.691 east
3 54 68 284.532 east
3 55 68 284.383 east
3 56 68 284.225 east
3 57 68 284.051 east
3 58 68 283.887 east
3 59 68 283.744 east
3 60 68 283.618 east
3 61 68 283.508 east
3 62 68 283.313 east
3 63 68 283.129 east
3 64 68 282.881 east
3 1 1 314.445 west
3 2 1 314.38 west
3 3 1 314.312 west
3 4 1 314.245 west
3 5 1 314.172 west
3 6 1 314.098 west
3 7 1 314.018 west
3 8 1 313.938 west
3 9 1 313.851 west
3 10 1 313.766 west
3 11 1 313.674 west
3 12 1 313.587 west
3 13 1 313.495 west
3 14 1 313.401 west
3 15 1 313.305 west
3 16 1 313.211 west
3 17 1 313.113 west
3 18 1 313.016 west
3 19 1 312.914 west
3 20 1 312.792 west
3 21 1 312.648 west
3 22 1 312.506 west
3 23 1 312.357 west
3 24 1 312.222 west
3 25 1 312.095 west
3 26 1 311.989 west
3 27 1 311.893 west
3 28 1 311.799 west
3 29 1 311.704 west
3 30 1 311.617 west
3 31 1 311.54 west
3 32 1 311.459 west
3 33 1 311.38 west
3 34 1 311.299 west
3 35 1 311.217 west
3 36 1 311.125 west
3 37 1 311.011 west
3 38 1 310.884 west
3 39 1 310.755 west
3 40 1 310.608 west
3 41 1 310.444 west
3 42 1 310.27 west
3 43 1 310.157 west
3 44 1 310.044 west
3 45 1 309.93 west
3 64 28 296.813 south
3 64 29 296.145 south
3 64 30 295.791 south
3 64 31 295.473 south
3 64 32 295.142 south
3 64 33 294.796 south
3 64 34 294.437 south
3 64 35 294.07 south
3 64 36 293.673 south
3 64 37 293.258 south
3 64 38 292.867 south
3 64 39 292.49 south
3 64 40 292.116 south
3 64 41 291.719 south
3 64 42 291.338 south
3 64 43 290.923 south
3 64 44 290.502 south
3 64 45 290.064 south
3 64 46 289.654 south
3 64 47 289.257 south
3 64 48 288.872 south
3 64 49 288.493 south
3 64 50 288.124 south
3 64 51 287.76 south
3 64 52 287.41 south
3 64 53 287.076 south
3 64 54 286.747 south
3 64 55 286.437 south
3 64 56 286.127 south
3 64 57 285.836 south
3 64 58 285.559 south
3 64 59 285.296 south
3 64 60 285.026 south
3 64 61 284.773 south
3 64 62 284.496 south
3 64 63 284.257 south
3 64 64 284.004 south
3 64 65 283.78 south
3 64 66 283.515 south
3 64 67 283.212 south
3 1 2 314.388 north
3 1 3 314.328 north
3 1 4 314.267 north
3 1 5 314.197 north
3 1 6 314.124 north
3 1 7 314.047 north
3 1 8 313.964 north
3 1 9 313.871 north
3 1 10 313.761 north
3 1 11 313.622 north
3 1 12 313.473 north
3 1 13 313.316 north
3 1 14 313.186 north
3 1 15 313.082 north
3 1 16 312.979 north
3 1 17 312.868 north
3 1 18 312.749 north
3 1 19 312.621 north
3 1 20 312.493 north
3 1 21 312.347 north
3 1 22 312.192 north
3 1 23 312.03 north
3 1 24 311.86 north
3 1 25 311.678 north
3 1 26 311.477 north
3 1 27 311.233 north
3 1 28 311.007 north
3 1 29 310.798 north
3 1 30 310.574 north
3 1 31 310.336 north
3 1 32 310.088 north
3 1 33 309.827 north
3 1 34 309.55 north
3 1 35 309.255 north
3 1 36 308.938 north
3 1 37 308.595 north
3 1 38 308.251 north
3 1 39 307.906 north
3 1 40 307.557 north
3 1 41 307.198 north
3 1 42 306.832 north
3 1 43 306.445 north
3 1 44 306.065 north
3 1 45 305.658 north
3 1 46 305.255 north
3 1 47 304.829 north
3 1 48 304.438 north
3 1 49 304.055 north
3 1 50 303.684 north
3 1 51 303.301 north
3 1 52 302.922 north
3 1 53 302.544 north
3 1 54 302.18 north
3 1 55 301.828 north
3 1 56 301.474 north
3 1 57 301.127 north
3 1 58 300.78 north
3 1 59 300.433 north
3 1 60 300.097 north
3 1 61 299.76 north
3 1 62 299.426 north
3 1 63 299.096 north
3 1 64 298.752 north
3 1 65 298.401 north
3 1 66 298.055 north
3 1 67 297.705 north
4 1 68 297.344 east
4 2 68 297.049 east
4 3 68 296.753 east
4 4 68 296.458 east
4 5 68 296.162 east
4 6 68 295.861 east
4 7 68 295.552 east
4 8 68 295.241 east
4 9 68 294.92 east
4 10 68 294.601 east
4 11 68 294.266 east
4 12 68 293.92 east
4 13 68 293.565 east
4 14 68 293.197 east
4 15 68 292.814 east
4 16 68 292.422 east
4 17 68 292.023 east
4 18 68 291.617 east
4 19 68 291.203 east
4 20 68 290.783 east
4 21 68 290.353 east
4 22 68 289.916 east
4 23 68 289.473 east
4 24 68 289.029 east
4 25 68 288.577 east
4 26 68 288.126 east
4 27 68 287.676 east
4 28 68 287.23 east
4 29 68 286.849 east
4 30 68 286.581 east
4 31 68 286.427 east
4 32 68 286.297 east
4 33 68 286.235 east
4 34 68 286.193 east
4 35 68 286.165 east
4 36 68 286.174 east
4 37 68 286.162 east
4 38 68 286.148 east
4 39 68 286.131 east
4 40 68 286.143 east
4 41 68 286.101 east
4 42 68 286.043 east
4 43 68 285.969 east
4 44 68 285.889 east
4 45 68 285.788 east
4 46 68 285.68 east
4 47 68 285.558 east
4 48 68 285.429 east
4 49 68 285.29 east
4 50 68 285.146 east
4 51 68 284.994 east
4 52 68 284.843 east
4 53 68 284.683 east
4 54 68 284.524 east
4 55 68 284.364 east
4 56 68 284.204 east
4 57 68 284.039 east
4 58 68 283.871 east
4 59 68 283.709 east
4 60 68 283.543 east
4 61 68 283.374 east
4 62 68 283.166 east
4 63 68 282.957 east
4 64 68 282.718 east
4 1 1 314.415 west
4 2 1 314.351 west
4 3 1 314.281 west
4 4 1 314.208 west
4 5 1 314.133 west
4 6 1 314.058 west
4 7 1 313.977 west
4 8 1 313.897 west
4 9 1 313.81 west
4 10 1 313.728 west
4 11 1 313.638 west
4 12 1 313.545 west
4 13 1 313.45 west
4 14 1 313.36 west
4 15 1 313.26 west
4 16 1 313.158 west
4 17 1 313.052 west
4 18 1 312.949 west
4 19 1 312.834 west
4 20 1 312.713 west
4 21 1 312.585 west
4 22 1 312.461 west
4 23 1 312.33 west
4 24 1 312.211 west
4 25 1 312.088 west
4 26 1 311.971 west
4 27 1 311.86 west
4 28 1 311.755 west
4 29 1 311.65 west
4 30 1 311.547 west
4 31 1 311.447 west
4 32 1 311.348 west
4 33 1 311.246 west
4 34 1 311.143 west
4 35 1 311.036 west
4 36 1 310.927 west
4 37 1 310.81 west
4 38 1 310.685 west
4 39 1 310.555 west
4 40 1 310.419 west
4 41 1 310.276 west
4 42 1 310.127 west
4 43 1 309.981 west
4 44 1 309.829 west
4 45 1 309.673 west
4 46 1 309.51 west
4 47 1 309.325 west
4 48 1 309.136 west
4 49 1 308.945 west
4 50 1 308.751 west
4 51 1 308.554 west
4 52 1 308.356 west
4 53 1 308.153 west
4 54 1 307.947 west
4 55 1 307.739 west
4 56 1 307.53 west
4 57 1 307.316 west
4 58 1 307.103 west
4 59 1 306.884 west
4 60 1 306.665 west
4 61 1 306.441 west
4 62 1 306.217 west
4 63 1 305.99 west
4 64 1 305.76 south
4 64 2 305.562 south
4 64 3 305.355 south
4 64 4 305.139 south
4 64 5 304.912 south
4 64 6 304.676 south
4 64 7 304.432 south
4 64 8 304.178 south
4 64 9 303.915 south
4 64 10 303.641 south
4 64 11 303.359 south
4 64 12 303.068 south
4 64 13 302.768 south
4 64 14 302.455 south
4 64 15 302.135 south
4 64 16 301.804 south
4 64 17 301.464 south
4 64 18 301.114 south
4 64 19 300.753 south
4 64 20 300.38 south
4 64 21 299.999 south
4 64 22 299.607 south
4 64 23 299.207 south
4 64 24 298.795 south
4 64 25 298.375 south
4 64 26 297.945 south
4 64 27 297.505 south
4 64 28 297.061 south
4 64 29 296.617 south
4 64 30 296.205 south
4 64 31 295.794 south
4 64 32 295.399 south
4 64 33 294.999 south
4 64 34 294.609 south
4 64 35 294.209 south
4 64 36 293.805 south
4 64 37 293.399 south
4 64 38 293.002 south
4 64 39 292.601 south
4 64 40 292.209 south
4 64 41 291.807 south
4 64 42 291.414 south
4 64 43 291.007 south
4 64 44 290.607 south
4 64 45 290.2 south
4 64 46 289.802 south
4 64 47 289.407 south
4 64 48 289.019 south
4 64 49 288.639 south
4 64 50 288.263 south
4 64 51 287.892 south
4 64 52 287.519 south
4 64 53 287.163 south
4 64 54 286.817 south
4 64 55 286.492 south
4 64 56 286.171 south
4 64 57 285.869 south
4 64 58 285.575 south
4 64 59 285.291 south
4 64 60 285.002 south
4 64 61 284.726 south
4 64 62 284.434 south
4 64 63 284.163 south
4 64 64 283.881 south
4 64 65 283.608 south
4 64 66 283.324 south
4 64 67 283.031 south
4 1 2 314.356 north
4 1 3 314.292 north
4 1 4 314.227 north
4 1 5 314.153 north
4 1 6 314.073 north
4 1 7 313.987 north
4 1 8 313.897 north
4 1 9 313.795 north
4 1 10 313.691 north
4 1 11 313.569 north
4 1 12 313.445 north
4 1 13 313.315 north
4 1 14 313.189 north
4 1 15 313.068 north
4 1 16 312.947 north
4 1 17 312.823 north
4 1 18 312.693 north
4 1 19 312.558 north
4 1 20 312.42 north
4 1 21 312.269 north
4 1 22 312.108 north
4 1 23 311.938 north
4 1 24 311.765 north
4 1 25 311.574 north
4 1 26 311.38 north
4 1 27 311.175 north
4 1 28 310.96 north
4 1 29 310.734 north
4 1 30 310.503 north
4 1 31 310.255 north
4 1 32 310.003 north
4 1 33 309.732 north
4 1 34 309.446 north
4 1 35 309.148 north
4 1 36 308.842 north
4 1 37 308.516 north
4 1 38 308.18 north
4 1 39 307.834 north
4 1 40 307.485 north
4 1 41 307.122 north
4 1 42 306.764 north
4 1 43 306.383 north
4 1 44 306.003 north
4 1 45 305.609 north
4 1 46 305.211 north
4 1 47 304.809 north
4 1 48 304.423 north
4 1 49 304.036 north
4 1 50 303.668 north
4 1 51 303.291 north
4 1 52 302.919 north
4 1 53 302.552 north
4 1 54 302.193 north
4 1 55 301.839 north
4 1 56 301.486 north
4 1 57 301.139 north
4 1 58 300.793 north
4 1 59 300.449 north
4 1 60 300.109 north
4 1 61 299.769 north
4 1 62 299.429 north
4 1 63 299.089 north
4 1 64 298.747 north
4 1 65 298.401 north
4 1 66 298.053 north
4 1 67 297.701 north
