#k i j head boundname
4 48 68 285.589 east
4 49 68 285.453 east
4 50 68 285.312 east
4 51 68 285.16 east
4 52 68 285.009 east
4 53 68 284.848 east
4 54 68 284.686 east
4 55 68 284.523 east
4 56 68 284.361 east
4 57 68 284.193 east
4 58 68 284.023 east
4 59 68 283.861 east
4 60 68 283.698 east
4 61 68 283.535 east
4 62 68 283.334 east
4 63 68 283.136 east
4 64 68 282.907 east
4 1 1 315.394 west
4 2 1 315.323 west
4 3 1 315.245 west
4 4 1 315.165 west
4 5 1 315.083 west
4 6 1 315.004 west
4 7 1 314.92 west
4 8 1 314.838 west
4 9 1 314.752 west
4 10 1 314.673 west
4 11 1 314.586 west
4 12 1 314.498 west
4 13 1 314.41 west
4 14 1 314.328 west
4 15 1 314.237 west
4 16 1 314.146 west
4 17 1 314.052 west
4 18 1 313.963 west
4 19 1 313.864 west
4 20 1 313.76 west
4 21 1 313.652 west
4 22 1 313.543 west
4 23 1 313.425 west
4 24 1 313.314 west
4 25 1 313.19 west
4 26 1 313.065 west
4 27 1 312.94 west
4 28 1 312.822 west
4 29 1 312.697 west
4 30 1 312.569 west
4 31 1 312.44 west
4 32 1 312.312 west
4 33 1 312.178 west
4 34 1 312.041 west
4 35 1 311.903 west
4 36 1 311.761 west
4 37 1 311.615 west
4 38 1 311.464 west
4 39 1 311.313 west
4 40 1 311.16 west
4 41 1 311.006 west
4 42 1 310.847 west
4 43 1 310.689 west
4 44 1 310.521 west
4 45 1 310.343 west
4 46 1 310.163 west
4 47 1 309.958 west
4 48 1 309.75 west
4 49 1 309.539 west
4 50 1 309.322 west
4 51 1 309.117 west
4 52 1 308.901 west
4 53 1 308.692 west
4 54 1 308.475 west
4 55 1 308.258 west
4 56 1 308.021 west
4 57 1 307.782 west
4 58 1 307.556 west
4 59 1 307.325 west
4 60 1 307.096 west
4 61 1 306.866 west
4 62 1 306.636 west
4 63 1 306.401 west
4 64 1 306.165 south
4 64 2 305.967 south
4 64 3 305.767 south
4 64 4 305.563 south
4 64 5 305.352 south
