#k i j head boundname
2 1 66 298.68 north
2 1 67 298.339 north
3 1 68 297.977 east
3 2 68 297.685 east
3 3 68 297.384 east
3 4 68 297.1 east
3 5 68 296.822 east
3 6 68 296.525 east
3 7 68 296.213 east
3 8 68 295.909 east
3 9 68 295.584 east
3 10 68 295.261 east
3 11 68 294.918 east
3 12 68 294.568 east
3 13 68 294.212 east
3 14 68 293.827 east
3 15 68 293.415 east
3 16 68 292.985 east
3 17 68 292.55 east
3 18 68 292.108 east
3 19 68 291.668 east
3 20 68 291.214 east
3 21 68 290.751 east
3 22 68 290.282 east
3 23 68 289.806 east
3 24 68 289.344 east
3 25 68 288.861 east
3 26 68 288.357 east
3 27 68 287.834 east
3 28 68 287.269 east
3 29 68 286.76 east
3 30 68 286.497 east
3 31 68 286.479 east
3 32 68 286.445 east
3 33 68 286.443 east
3 34 68 286.435 east
3 35 68 286.42 east
3 36 68 286.44 east
3 37 68 286.415 east
3 38 68 286.392 east
3 39 68 286.367 east
3 40 68 286.384 east
3 41 68 286.34 east
3 42 68 286.287 east
3 43 68 286.222 east
3 44 68 286.155 east
3 45 68 286.075 east
3 46 68 285.987 east
3 47 68 285.883 east
3 48 68 285.761 east
3 49 68 285.638 east
3 50 68 285.504 east
3 51 68 285.365 east
3 52 68 285.226 east
3 53 68 285.066 east
3 54 68 284.91 east
3 55 68 284.756 east
3 56 68 284.588 east
3 57 68 284.395 east
3 58 68 284.218 east
3 59 68 284.04 east
3 60 68 283.905 east
3 61 68 283.811 east
3 62 68 283.621 east
3 63 68 283.465 east
3 64 68 283.24 east
3 1 1 315.307 west
3 2 1 315.239 west
3 3 1 315.154 west
3 4 1 315.075 west
3 5 1 314.969 west
3 6 1 314.861 west
3 7 1 314.732 west
3 8 1 314.617 west
3 9 1 314.482 west
3 10 1 314.377 west
3 11 1 314.308 west
3 12 1 314.237 west
3 13 1 314.147 west
3 14 1 314.019 west
3 15 1 313.859 west
3 16 1 313.676 west
3 17 1 313.437 west
3 18 1 313.418 west
3 19 1 313.51 west
3 20 1 313.487 west
3 21 1 313.466 west
3 22 1 313.375 west
3 23 1 313.262 west
3 24 1 313.011 west
3 25 1 312.633 west
3 26 1 312.644 west
3 27 1 312.813 west
3 28 1 312.754 west
3 29 1 312.727 west
3 30 1 312.657 west
3 31 1 312.555 west
3 32 1 312.432 west
3 33 1 312.314 west
3 34 1 312.199 west
3 35 1 312.087 west
3 36 1 311.985 west
3 37 1 311.862 west
3 38 1 311.735 west
3 39 1 311.597 west
3 40 1 311.457 west
3 41 1 311.314 west
3 42 1 311.172 west
3 43 1 311.076 west
3 44 1 310.976 west
3 45 1 310.891 west
3 64 28 297.247 south
3 64 29 296.607 south
3 64 30 296.217 south
3 64 31 295.849 south
3 64 32 295.486 south
3 64 33 295.107 south
3 64 34 294.726 south
3 64 35 294.342 south
3 64 36 293.931 south
3 64 37 293.508 south
3 64 38 293.112 south
3 64 39 292.737 south
3 64 40 292.37 south
3 64 41 291.986 south
3 64 42 291.617 south
3 64 43 291.217 south
3 64 44 290.826 south
3 64 45 290.413 south
3 64 46 290.028 south
3 64 47 289.649 south
3 64 48 289.279 south
3 64 49 288.908 south
3 64 50 288.55 south
3 64 51 288.194 south
3 64 52 287.855 south
3 64 53 287.529 south
3 64 54 287.206 south
3 64 55 286.895 south
3 64 56 286.585 south
3 64 57 286.284 south
3 64 58 285.996 south
3 64 59 285.719 south
3 64 60 285.44 south
3 64 61 285.175 south
3 64 62 284.889 south
3 64 63 284.64 south
3 64 64 284.376 south
3 64 65 284.146 south
3 64 66 283.88 south
3 64 67 283.585 south
3 1 2 315.236 north
3 1 3 315.148 north
3 1 4 315.05 north
3 1 5 314.936 north
3 1 6 314.822 north
3 1 7 314.704 north
3 1 8 314.599 north
3 1 9 314.516 north
3 1 10 314.426 north
3 1 11 314.31 north
3 1 12 314.179 north
3 1 13 314.034 north
3 1 14 313.894 north
3 1 15 313.757 north
3 1 16 313.628 north
3 1 17 313.481 north
3 1 18 313.326 north
3 1 19 313.163 north
3 1 20 313.002 north
3 1 21 312.827 north
3 1 22 312.648 north
3 1 23 312.465 north
3 1 24 312.276 north
3 1 25 312.08 north
3 1 26 311.863 north
3 1 27 311.604 north
3 1 28 311.361 north
3 1 29 311.134 north
3 1 30 310.892 north
3 1 31 310.641 north
3 1 32 310.381 north
3 1 33 310.111 north
3 1 34 309.827 north
3 1 35 309.529 north
3 1 36 309.21 north
3 1 37 308.867 north
3 1 38 308.527 north
3 1 39 308.188 north
3 1 40 307.849 north
3 1 41 307.502 north
3 1 42 307.151 north
3 1 43 306.78 north
3 1 44 306.417 north
3 1 45 306.029 north
3 1 46 305.645 north
3 1 47 305.243 north
3 1 48 304.876 north
3 1 49 304.517 north
3 1 50 304.165 north
3 1 51 303.804 north
3 1 52 303.442 north
3 1 53 303.082 north
3 1 54 302.731 north
3 1 55 302.39 north
3 1 56 302.046 north
3 1 57 301.707 north
3 1 58 301.367 north
3 1 59 301.028 north
3 1 60 300.698 north
3 1 61 300.365 north
3 1 62 300.036 north
3 1 63 299.708 north
3 1 64 299.369 north
3 1 65 299.023 north
3 1 66 298.681 north
3 1 67 298.337 north
4 1 68 297.969 east
4 2 68 297.679 east
4 3 68 297.387 east
4 4 68 297.094 east
4 5 68 296.801 east
4 6 68 296.503 east
4 7 68 296.197 east
4 8 68 295.887 east
4 9 68 295.566 east
4 10 68 295.243 east
4 11 68 294.902 east
4 12 68 294.55 east
4 13 68 294.186 east
4 14 68 293.805 east
4 15 68 293.408 east
4 16 68 292.997 east
4 17 68 292.576 east
4 18 68 292.147 east
4 19 68 291.711 east
4 20 68 291.266 east
4 21 68 290.812 east
4 22 68 290.353 east
4 23 68 289.887 east
4 24 68 289.422 east
4 25 68 288.95 east
4 26 68 288.48 east
4 27 68 288.01 east
4 28 68 287.548 east
4 29 68 287.149 east
4 30 68 286.869 east
4 31 68 286.707 east
4 32 68 286.567 east
4 33 68 286.497 east
4 34 68 286.445 east
4 35 68 286.408 east
4 36 68 286.397 east
4 37 68 286.372 east
4 38 68 286.346 east
4 39 68 286.32 east
4 40 68 286.326 east
4 41 68 286.284 east
4 42 68 286.232 east
4 43 68 286.169 east
4 44 68 286.106 east
4 45 68 286.023 east
4 46 68 285.937 east
4 47 68 285.833 east
4 48 68 285.727 east
4 49 68 285.604 east
4 50 68 285.476 east
4 51 68 285.336 east
4 52 68 285.195 east
4 53 68 285.042 east
4 54 68 284.885 east
4 55 68 284.723 east
4 56 68 284.56 east
4 57 68 284.387 east
4 58 68 284.214 east
4 59 68 284.043 east
4 60 68 283.875 east
4 61 68 283.71 east
4 62 68 283.507 east
4 63 68 283.312 east
4 64 68 283.084 east
4 1 1 315.027 west
4 2 1 314.976 west
4 3 1 314.874 west
4 4 1 314.744 west
4 5 1 314.586 west
4 6 1 314.417 west
4 7 1 314.193 west
4 8 1 313.97 west
4 9 1 313.673 west
4 10 1 313.584 west
4 11 1 313.689 west
4 12 1 313.752 west
4 13 1 313.768 west
4 14 1 313.704 west
4 15 1 313.613 west
4 16 1 313.5 west
4 17 1 313.359 west
4 18 1 313.25 west
4 19 1 313.201 west
4 20 1 313.127 west
4 21 1 313.032 west
4 22 1 312.877 west
4 23 1 312.705 west
4 24 1 312.493 west
4 25 1 312.281 west
4 26 1 312.168 west
4 27 1 312.153 west
4 28 1 312.105 west
4 29 1 312.066 west
4 30 1 312.0 west
4 31 1 311.907 west
4 32 1 311.754 west
4 33 1 311.645 west
4 34 1 311.554 west
4 35 1 311.481 west
4 36 1 311.483 west
4 37 1 311.412 west
4 38 1 311.353 west
4 39 1 311.263 west
4 40 1 311.161 west
4 41 1 311.05 west
4 42 1 310.948 west
4 43 1 310.819 west
4 44 1 310.678 west
4 45 1 310.525 west
4 46 1 310.369 west
4 47 1 310.168 west
4 48 1 309.963 west
4 49 1 309.752 west
4 50 1 309.539 west
4 51 1 309.323 west
4 52 1 309.104 west
4 53 1 308.883 west
4 54 1 308.661 west
4 55 1 308.436 west
4 56 1 308.211 west
4 57 1 307.986 west
4 58 1 307.761 west
4 59 1 307.535 west
4 60 1 307.311 west
4 61 1 307.086 west
4 62 1 306.862 west
4 63 1 306.639 west
4 64 1 306.416 south
4 64 2 306.211 south
4 64 3 305.999 south
4 64 4 305.778 south
4 64 5 305.546 south
4 64 6 305.304 south
4 64 7 305.054 south
4 64 8 304.794 south
4 64 9 304.525 south
4 64 10 304.243 south
4 64 11 303.955 south
4 64 12 303.658 south
4 64 13 303.352 south
4 64 14 303.031 south
4 64 15 302.707 south
4 64 16 302.37 south
4 64 17 302.027 south
4 64 18 301.673 south
4 64 19 301.31 south
4 64 20 300.929 south
4 64 21 300.544 south
4 64 22 300.144 south
4 64 23 299.735 south
4 64 24 299.312 south
4 64 25 298.878 south
4 64 26 298.429 south
4 64 27 297.966 south
4 64 28 297.502 south
4 64 29 297.038 south
4 64 30 296.603 south
4 64 31 296.169 south
4 64 32 295.752 south
4 64 33 295.332 south
4 64 34 294.925 south
4 64 35 294.509 south
4 64 36 294.093 south
4 64 37 293.678 south
4 64 38 293.276 south
4 64 39 292.874 south
4 64 40 292.486 south
4 64 41 292.089 south
4 64 42 291.708 south
4 64 43 291.312 south
4 64 44 290.929 south
4 64 45 290.536 south
4 64 46 290.157 south
4 64 47 289.774 south
4 64 48 289.404 south
4 64 49 289.034 south
4 64 50 288.667 south
4 64 51 288.305 south
4 64 52 287.942 south
4 64 53 287.592 south
4 64 54 287.251 south
4 64 55 286.927 south
4 64 56 286.606 south
4 64 57 286.301 south
4 64 58 286.002 south
4 64 59 285.712 south
4 64 60 285.418 south
4 64 61 285.136 south
4 64 62 284.836 south
4 64 63 284.559 south
4 64 64 284.269 south
4 64 65 283.991 south
4 64 66 283.702 south
4 64 67 283.409 south
4 1 2 314.94 north
4 1 3 314.814 north
4 1 4 314.656 north
4 1 5 314.481 north
4 1 6 314.284 north
4 1 7 314.097 north
4 1 8 313.916 north
4 1 9 313.907 north
4 1 10 313.986 north
4 1 11 313.953 north
4 1 12 313.901 north
4 1 13 313.822 north
4 1 14 313.728 north
4 1 15 313.619 north
4 1 16 313.506 north
4 1 17 313.372 north
4 1 18 313.229 north
4 1 19 313.075 north
4 1 20 312.919 north
4 1 21 312.747 north
4 1 22 312.567 north
4 1 23 312.377 north
4 1 24 312.185 north
4 1 25 311.979 north
4 1 26 311.768 north
4 1 27 311.548 north
4 1 28 311.318 north
4 1 29 311.078 north
4 1 30 310.833 north
4 1 31 310.573 north
4 1 32 310.311 north
4 1 33 310.031 north
4 1 34 309.74 north
4 1 35 309.437 north
4 1 36 309.13 north
4 1 37 308.804 north
4 1 38 308.471 north
4 1 39 308.131 north
4 1 40 307.79 north
4 1 41 307.437 north
4 1 42 307.092 north
4 1 43 306.725 north
4 1 44 306.361 north
4 1 45 305.985 north
4 1 46 305.606 north
4 1 47 305.225 north
4 1 48 304.86 north
4 1 49 304.494 north
4 1 50 304.144 north
4 1 51 303.786 north
4 1 52 303.431 north
4 1 53 303.079 north
4 1 54 302.734 north
4 1 55 302.392 north
4 1 56 302.05 north
4 1 57 301.712 north
4 1 58 301.374 north
4 1 59 301.037 north
4 1 60 300.703 north
4 1 61 300.369 north
4 1 62 300.034 north
4 1 63 299.698 north
4 1 64 299.36 north
4 1 65 299.017 north
4 1 66 298.673 north
4 1 67 298.325 north
